Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
ORCHIDACEAE,"Brassia caudata","(L.) Lindl.",,62490
ORCHIDACEAE,"Brassia maculata","R. Br.",,62491
ORCHIDACEAE,"Bulbophyllum pachyrachis","(A. Rich.) Griseb.",,62541
ORCHIDACEAE,"Campylocentrum micranthum","(Lindl.) Rolfe",,62686
ORCHIDACEAE,"Campylocentrum pachyrrhizum","(Rchb. f.) Rolfe",,62687
ORCHIDACEAE,"Campylocentrum panamense",Ames,,62688
ORCHIDACEAE,"Catasetum bicolor",Klotzsch,,62800
ORCHIDACEAE,"Catasetum viridiflavum",Hook.,,62802
ORCHIDACEAE,"Caularthron bilamellatum","(Rchb. f.) R.E. Schultes",,62814
ORCHIDACEAE,"Chelyorchis ampliata","(Lindl.) Dressler & N.H. Williams",,63013
ORCHIDACEAE,"Chysis bruennowiana","Rchb. f. & Warsz.",,63117
ORCHIDACEAE,"Clowesia warczewitzii","(Lindl. & Paxton) Dodson",,63264
ORCHIDACEAE,"Cochleanthes aromatica","(Rchb. f.) R.E. Schult. & Garay",,63345
ORCHIDACEAE,"Cohniella nuda","(Bateman ex Lindl.) Christenson",,63364
ORCHIDACEAE,"Cohniella nuda subsp. stipitata","Dressler & N.H. Williams",,166920
ORCHIDACEAE,"Coryanthes maculata",Hook.,,63545
ORCHIDACEAE,"Dichaea panamensis",Lindl.,,64022
ORCHIDACEAE,"Dimerandra emarginata","(G. Mey.) Hoehne",,64130
ORCHIDACEAE,"Elleanthus longibracteatus","(Lindl. ex Griseb.) Fawc.",,64480
ORCHIDACEAE,"Encyclia cordigera","(Kunth) Dressler",,64499
ORCHIDACEAE,"Epidendrum chlorocorymbos",Schltr.,,64542
ORCHIDACEAE,"Epidendrum coronatum","Ruiz & Pav.",,64546
ORCHIDACEAE,"Epidendrum difforme",Jacq.,,64550
ORCHIDACEAE,"Epidendrum flexuosum","G. Mey.",,64558
ORCHIDACEAE,"Epidendrum nocturnum",Jacq.,,64584
ORCHIDACEAE,"Epidendrum radicans","Pav. ex Lindl.",,64611
ORCHIDACEAE,"Epidendrum schlechterianum",Ames,,64620
ORCHIDACEAE,"Epidendrum stamfordianum",Bateman,,64625
ORCHIDACEAE,"Epidendrum stangeanum","Rchb. f.",,64626
ORCHIDACEAE,"Eulophia alta","(L.) Fawc. & Rendle",,64794
ORCHIDACEAE,"Gongora fulva",Lindl.,,65081
ORCHIDACEAE,"Gongora leucochila",Lem.,,65084
ORCHIDACEAE,"Gongora pleiochroma","Rchb. f.",,65086
ORCHIDACEAE,"Gongora quinquenervis","Ruiz & Pav.",,65087
ORCHIDACEAE,"Guarianthe skinneri","(Bateman) Dressler & W.E. Higgins",,100148
ORCHIDACEAE,"Habenaria alata",Hook.,,65267
ORCHIDACEAE,"Habenaria repens",Nutt.,,65279
ORCHIDACEAE,"Habenaria trifida",Kunth,,65281
ORCHIDACEAE,"Ionopsis satyrioides","(Sw.) Rchb. f.",,65747
ORCHIDACEAE,"Ionopsis utricularioides","(Sw.) Lindl.",,65748
ORCHIDACEAE,"Leochilus scriptus","(Scheidw.) Rchb. f.",,66017
ORCHIDACEAE,"Liparis elata",Lindl.,,66129
ORCHIDACEAE,"Lockhartia acuta","(Lindl.) Rchb. f.",,66153
ORCHIDACEAE,"Lockhartia micrantha","Rchb. f.",,66156
ORCHIDACEAE,"Lockhartia oerstedii","Rchb. f.",,66158
ORCHIDACEAE,"Lycaste powellii",Schltr.,,66233
ORCHIDACEAE,"Masdevallia livingstoneana","Roezl & Rchb.f.",,81177
ORCHIDACEAE,"Masdevallia rolfeana",Kraenzl.,,80224
ORCHIDACEAE,"Maxillaria camaridii","Rchb. f.",,105481
ORCHIDACEAE,"Maxillaria friedrichsthalii","Rchb. f.",,66521
ORCHIDACEAE,"Maxillaria neglecta","(Schltr.) L.O. Williams",,66544
ORCHIDACEAE,"Maxillaria porrecta",Lindl.,,66553
ORCHIDACEAE,"Maxillaria uncata",Lindl.,,66575
ORCHIDACEAE,"Maxillaria variabilis","Bateman ex Lindl.",,66579
ORCHIDACEAE,"Maxillariella acervata","(Rchb. f.) M.A. Blanco & Carnevali",,80226
ORCHIDACEAE,"Mormodes powellii",Schltr.,,81179
ORCHIDACEAE,"Notylia barkeri",Lindl.,,67154
ORCHIDACEAE,"Notylia pentachne","Rchb. f.",,67155
ORCHIDACEAE,"Oncidium ampliatum",Lindl.,,81265
ORCHIDACEAE,"Oncidium sphacelatum",Lindl.,,181730
ORCHIDACEAE,"Oncidium stenotis","Rchb. f.",,67284
ORCHIDACEAE,"Ornithocephalus bicornis","Lindl. ex Benth.",,67347
ORCHIDACEAE,"Ornithocephalus powellii",Schltr.,,67350
ORCHIDACEAE,"Palmorchis nitida",Dressler,,67468
ORCHIDACEAE,"Palmorchis powellii","(Ames) C. Schweinf. & Correll",,67469
ORCHIDACEAE,"Peristeria elata",Hook.,,67880
ORCHIDACEAE,"Pleurothallis acrisepala","Ames & C. Schweinf.",,112424
ORCHIDACEAE,"Pleurothallis crocodiliceps","Rchb. f.",,68463
ORCHIDACEAE,"Polystachya foliosa","(Hook.) Rchb. f.",,68603
ORCHIDACEAE,"Polystachya lineata","Rchb. f.",,113461
ORCHIDACEAE,"Polystachya masayensis","Rchb. f.",,68604
ORCHIDACEAE,"Prosthechea aemula","(Lindl.) W.E. Higgins",,68714
ORCHIDACEAE,"Prosthechea chacaoensis","(Rchb. f.) W.E. Higgins",,68717
ORCHIDACEAE,"Prosthechea fragrans","(Sw.) W.E. Higgins",,68720
ORCHIDACEAE,"Psygmorchis pusilla","(L.) Dodson & Dressler",,68914
ORCHIDACEAE,"Rossioglossum ampliatum","(Lindl.) M.W.Chase & N.H.Williams",,182095
ORCHIDACEAE,"Sacoila lanceolata","(Aubl.) Garay",,77856
ORCHIDACEAE,"Scaphyglottis behrii","(Rchb. f.) Benth. & Hook. f. ex Hemsl.",,69368
ORCHIDACEAE,"Scaphyglottis livida","(Lindl.) Schltr.",,69384
ORCHIDACEAE,"Scaphyglottis longicaulis","S. Watson",,69385
ORCHIDACEAE,"Scaphyglottis prolifera","(Sw.) Cogn.",,69392
ORCHIDACEAE,"Sievekingia suavis","Rchb. f.",,69662
ORCHIDACEAE,"Sobralia bletiae",Rchb.f.,,117268
ORCHIDACEAE,"Sobralia decora",Bateman,,69735
ORCHIDACEAE,"Sobralia fragrans",Lindl.,,69738
ORCHIDACEAE,"Specklinia brighamii","(S. Watson) Pridgeon & M.W. Chase",,69896
ORCHIDACEAE,"Specklinia grobyi","(Bateman ex Lindl.) F. Barros",,69901
ORCHIDACEAE,"Stelis crescentiicola",Schltr.,,69975
ORCHIDACEAE,"Teuscheria pickiana","(Schltr.) Garay",,70312
ORCHIDACEAE,"Trichocentrum capistratum","Linden & Rchb. f.",,70542
ORCHIDACEAE,"Trichocentrum lacerum","(Lindl.) J.M.H.Shaw",,169582
ORCHIDACEAE,"Trichopilia maculata","Rchb. f.",,70590
ORCHIDACEAE,"Trichopilia subulata","(Sw.) Rchb. f.",,70594
ORCHIDACEAE,"Trigonidium egertonianum","Bateman ex Lindl.",,70621
ORCHIDACEAE,"Triphora debilis","(Schltr.) Schltr.",,70631
ORCHIDACEAE,"Triphora gentianoides","(Sw.) Ames & Schltr.",,70632
ORCHIDACEAE,"Vanilla planifolia",Andrews,,70754
ORCHIDACEAE,"Vanilla pompona",Schiede,,70755
ORCHIDACEAE,"Warczewiczella lipscombiae","(Rolfe) Fowlie",,70869
ORCHIDACEAE,"Xylobium foveatum","(Lindl.) G. Nicholson",,70960
ORTHOSTICHELLACEAE,"Scabrellifolium substriatum","(Hampe) Enroth",,189533
ORTHOTRICHACEAE,"Groutiella apiculata","H. Crum & Steere, 1950",,172918
ORTHOTRICHACEAE,"Groutiella chimborazensis","Florschütz, 1964",,176952
ORTHOTRICHACEAE,"Groutiella tomentosa","(Hornsch.) Wijk & Margad.",,65145
OXALIDACEAE,"Averrhoa carambola",L.,,62153
PASSIFLORACEAE,"Passiflora ambigua",Hemsl.,,67578
PASSIFLORACEAE,"Passiflora auriculata",Kunth,,67581
PASSIFLORACEAE,"Passiflora biflora",Lam.,,67583
PASSIFLORACEAE,"Passiflora coriacea",Juss.,,67588
PASSIFLORACEAE,"Passiflora foetida",L.,,67595
PASSIFLORACEAE,"Passiflora megacoriacea",Porter-Utley,,109736
PASSIFLORACEAE,"Passiflora menispermifolia",Kunth,,67605
PASSIFLORACEAE,"Passiflora misera",Kunth,,67607
PASSIFLORACEAE,"Passiflora nitida",Kunth,,67609
PASSIFLORACEAE,"Passiflora platyloba",Killip,,67614
PASSIFLORACEAE,"Passiflora platyloba var. pubescens","(Griseb.) J.M. MacDougal",,78392
PASSIFLORACEAE,"Passiflora sandrae","J.M. MacDougal",,67617
PASSIFLORACEAE,"Passiflora seemannii",Griseb.,,67618
PASSIFLORACEAE,"Passiflora vitifolia",Kunth,,67627
PHYTOLACCACEAE,"Petiveria alliacea",L.,,67899
PHYTOLACCACEAE,"Phytolacca rivinoides","Kunth & C.D. Bouché",,68090
PHYTOLACCACEAE,"Trichostigma octandrum","(L.) H. Walter",,70612
PICRAMNIACEAE,"Picramnia latifolia",Tul.,,68095
PILOTRICHACEAE,"Callicostella callicostelloides","B.H. Allen",,181547
PILOTRICHACEAE,"Callicostella depressa","Jaeger, 1877","Callicostella cf. depressa",172299
PILOTRICHACEAE,"Callicostella oerstediana","Jaeger, 1877",,172301
PILOTRICHACEAE,"Callicostella pallida","Ångström, 1876",,172302
PILOTRICHACEAE,"Crossomitrium patrisiae","(Brid.) Müll. Hal.",,94753
PILOTRICHACEAE,"Cyclodictyon albicans","Kuntze, 1891",,172749
PILOTRICHACEAE,"Lepidopilum polytrichoides","Bridel, 1827",,173010
PILOTRICHACEAE,"Lepidopilum scabrisetum","(Schwägr.) Steere",,103405
PILOTRICHACEAE,"Lepidopilum surinamense","C. Müller, 1848",,177069
PILOTRICHACEAE,"Pilotrichum bipinnatum","Bridel, 1819 [1818]",,173172
PILOTRICHACEAE,"Pilotrichum evanescens","Crosby, 1969",,177320
PILOTRICHACEAE,"Pilotrichum fendleri","Müll. Hal.",,68143
PILOTRICHACEAE,"Pilotrichum lophophyllum",Sull.,,189545
PILOTRICHACEAE,"Pilotrichum ramosissimum",Mitt.,,68144
PILOTRICHACEAE,"Thamniopsis colombica","B.H. Allen",,181553
PIPERACEAE,"Peperomia ciliolibractea","C. DC.",,67759
PIPERACEAE,"Peperomia cordulata","C. DC.",,67761
PIPERACEAE,"Peperomia ebingeri",Yunck.,,67774
PIPERACEAE,"Peperomia elata","C. DC.",,67775
PIPERACEAE,"Peperomia glabella","(Sw.) A. Dietr.",,67782
PIPERACEAE,"Peperomia macrostachya","A. Dietr.",,80259
PIPERACEAE,"Peperomia macrostachyos","(Vahl) A. Dietr.",,67802
PIPERACEAE,"Peperomia mameiana","C. DC.",,67806
PIPERACEAE,"Peperomia obscurifolia","C. DC.",,67811
PIPERACEAE,"Peperomia pellucida","(L.) Kunth",,67816
PIPERACEAE,"Peperomia portobellensis",Beurl.,,67824
PIPERACEAE,"Peperomia rotundifolia","(L.) Kunth",,67835
PIPERACEAE,"Peperomia tenuifolia","C. DC.",,67850
PIPERACEAE,"Piper aequale",Vahl,,68165
PIPERACEAE,"Piper albopunctulatissimum","Trel. in Woodson & Schery",,111429
PIPERACEAE,"Piper amphioxys",Trel.,,68170
PIPERACEAE,"Piper arboreum",Aubl.,,68171
PIPERACEAE,"Piper auritum",Kunth,,68179
PIPERACEAE,"Piper biauritum","C. DC.",,68181
PIPERACEAE,"Piper cabagranum","C. DC.",,68187
PIPERACEAE,"Piper casimiranum",Hemsl.,,194125
PIPERACEAE,"Piper cordulatum","C. DC.",,68206
PIPERACEAE,"Piper culebranum","C. DC.",,80268
PIPERACEAE,"Piper darienense","C. DC.",,68215
PIPERACEAE,"Piper dilatatum",Rich.,,68219
PIPERACEAE,"Piper grande",Vahl,,68241
PIPERACEAE,"Piper hispidum",Sw.,,68248
PIPERACEAE,"Piper leptocladum","C. DC.",,68261
PIPERACEAE,"Piper lucigaudens","C. DC.",,68265
PIPERACEAE,"Piper marginatum","(Kunth) Steyerm.",,68270
PIPERACEAE,"Piper multiplinervium","C. DC.",,68276
PIPERACEAE,"Piper peltatum",L.,,68288
PIPERACEAE,"Piper perlasense",Yunck.,,68293
PIPERACEAE,"Piper playablancanum",Trel.,,68302
PIPERACEAE,"Piper pseudo-garagaranum",Trel.,,81183
PIPERACEAE,"Piper pseudogaragaranum",Trel.,,68308
PIPERACEAE,"Piper pseudovariabile",Trel.,,68311
PIPERACEAE,"Piper pubistipulum","C. DC.",,68312
PIPERACEAE,"Piper reticulatum",L.,,68314
PIPERACEAE,"Piper schiedeanum",Steud.,,68320
PIPERACEAE,"Piper seducentifolium",Trel.,,68322
PIPERACEAE,"Piper subnudispicum",Trel.,,177355
PIPERACEAE,"Piper trigonum","C. DC.",,68344
PIPERACEAE,"Piper villiramulum","C. DC.",,68356
PIPERACEAE,"Piper viridicaule",Trel.,,68357
POACEAE,"Acroceras zizanioides","(Kunth) Dandy",,61430
POACEAE,"Andropogon bicornis",L.,,61663
POACEAE,"Andropogon glomeratus","(Walter) Britton, Sterns & Poggenb.",,61665
POACEAE,"Andropogon glomeratus var. pumilus","(Vasey) Vasey ex L.H. Dewey",,78154
POACEAE,"Andropogon leucostachyus",Kunth,,61666
POACEAE,"Andropogon virginicus",L.,,61669
POACEAE,"Andropogon virginicus var. virginicus",,,78155
POACEAE,"Anthephora hermaphrodita","(L.) Kuntze",,61708
POACEAE,"Axonopus compressus","(Sw.) P. Beauv.",,62162
POACEAE,"Bambusa bambos","(L.) Voss",,62205
POACEAE,"Bambusa multiplex","(Lour.) Raeusch. ex Schult. & Schult. f.",,62208
POACEAE,"Bambusa multiplex var. multiplex",,,78176
POACEAE,"Bothriochloa bladhii","(Retz.) S.T. Blake",,62460
POACEAE,"Bothriochloa insculpta","(Hochst. ex A.Rich.) A.Camus",,181512
POACEAE,"Cenchrus brownii","Roem. & Schult.",,62883
POACEAE,"Chloris barbata",Sw.,,93224
POACEAE,"Chloris radiata","(L.) Sw.",,63031
POACEAE,"Chusquea simpliciflora",Munro,,63110
POACEAE,"Cynodon dactylon","(L.) Pers.",,63831
POACEAE,"Digitaria bicornis","(Lam.) Roem. & Schult.",,64112
POACEAE,"Digitaria ciliaris","(Retz.) Koeler",,64114
POACEAE,"Digitaria horizontalis",Willd.,,64119
POACEAE,"Digitaria violascens",Link,,64125
POACEAE,"Eleusine indica","(L.) Gaertn.",,64465
POACEAE,"Guadua amplexifolia","J. Presl",,65147
POACEAE,"Guadua macclurei","R.W. Pohl & Davidse",,65149
POACEAE,"Gynerium sagittatum","(Aubl.) P. Beauv.",,65265
POACEAE,"Homolepis aturensis","(Kunth) Chase",,65528
POACEAE,"Hymenachne amplexicaulis","(Rudge) Nees",,65577
POACEAE,"Hymenachne grandis",Zuloaga,,181551
POACEAE,"Hyparrhenia rufa","(Nees) Stapf",,65616
POACEAE,"Ichnanthus pallens","(Sw.) Munro ex Benth.",,65660
POACEAE,"Ichnanthus tenuis","(J. Presl & C. Presl) Hitchc. & Chase",,65661
POACEAE,"Imperata contracta","(Kunth) Hitchc.",,65680
POACEAE,"Isachne polygonoides","(Lam.) Döll",,65791
POACEAE,"Ischaemum indicum","(Houtt.) Merr.",,65792
POACEAE,"Ischaemum rugosum",Salisb.,,65794
POACEAE,"Ischaemum timorense",Kunth,,65795
POACEAE,"Lasiacis oaxacensis","(Steud.) Hitchc.",,65969
POACEAE,"Lasiacis oaxacensis var. oaxacensis",,,78340
POACEAE,"Lasiacis procerrima","(Hack.) Hitchc.",,65970
POACEAE,"Lasiacis sorghoidea","(Desv. ex Ham.) Hitchc. & Chase",,65976
POACEAE,"Lasiacis sorghoidea var. sorghoidea",,,78343
POACEAE,"Leersia hexandra",Sw.,,66005
POACEAE,"Leptochloa virgata","(L.) P. Beauv.",,66081
POACEAE,"Lithachne pauciflora","(Sw.) P. Beauv.",,66148
POACEAE,"Luziola subintegra",Swallen,,66228
POACEAE,"Megathyrsus maximus","(Jacq.) B.K. Simon & S.W.L. Jacobs",,77727
POACEAE,"Ocellochloa pulchella","(Raddi) Zuloaga & Morrone",,177218
POACEAE,"Olyra ecaudata",Döll,,67253
POACEAE,"Olyra latifolia",L.,,67256
POACEAE,"Oplismenus burmanni","(Retz.) P.Beauv.",,159398
POACEAE,"Oplismenus burmannii","(Retz.) P. Beauv.",,67292
POACEAE,"Oplismenus burmannii var. nudicaulis","(Vasey) McVaugh",,78381
POACEAE,"Oplismenus hirtellus","(L.) P. Beauv.",,67293
POACEAE,"Oplismenus hirtellus subsp. hirtellus",,,78038
POACEAE,"Oplismenus hirtellus subsp. setarius","(Lam.) Mez ex Ekman",,78039
POACEAE,"Orthoclada laxa","(Rich.) P. Beauv.",,67352
POACEAE,"Oryza alta",,,108829
POACEAE,"Oryza latifolia",Desv.,,67362
POACEAE,"Oryza sativa",L.,,67363
POACEAE,"Panicum altum","Hitchc. & Chase",,67473
POACEAE,"Panicum mertensii",Roth,,67483
POACEAE,"Panicum pilosum",,,67484
POACEAE,"Panicum polygonatum",Schrad.,,80255
POACEAE,"Panicum trichanthum",Nees,,67492
POACEAE,"Panicum trichoides",Sw.,,67494
POACEAE,"Paspalidium geminatum",Stapf,,80257
POACEAE,"Paspalum conjugatum","P.J. Bergius",,67542
POACEAE,"Paspalum corcovadense",Raddi,,67544
POACEAE,"Paspalum decumbens",Sw.,,67546
POACEAE,"Paspalum microstachyum","J. Presl",,67553
POACEAE,"Paspalum notatum",Flüggé,,67557
POACEAE,"Paspalum paniculatum",L.,,67560
POACEAE,"Paspalum plicatulum",Michx.,,67564
POACEAE,"Paspalum repens","P.J. Bergius",,67566
POACEAE,"Paspalum saccharoides","Nees ex Trin.",,67568
POACEAE,"Paspalum virgatum",L.,,67577
POACEAE,"Pharus latifolius",L.,,67908
POACEAE,"Pharus parvifolius",Nash,,67910
POACEAE,"Pharus parvifolius subsp. elongatus",Judz.,,78047
POACEAE,"Pharus virescens",Döll,,67911
POACEAE,"Phragmites australis","(Cav.) Trin. ex Steud.",,68053
POACEAE,"Polytrias amaura","(Buse) Kuntze",,80277
POACEAE,"Polytrias indica","(Houtt.) Veldkamp",,171783
POACEAE,"Rhipidocladum racemiflorum","(Steud.) McClure",,69084
POACEAE,"Rottboellia cochinchinensis","(Lour.) Clayton",,69198
POACEAE,"Rugoloa pilosa","(Sw.) Zuloaga",,77853
POACEAE,"Rugoloa polygonata","(Schrad.) Zuloaga",,77854
POACEAE,"Saccharum officinarum",L.,,69284
POACEAE,"Saccharum spontaneum",L.,,69285
POACEAE,"Sacciolepis striata","(L.) Nash",,69287
POACEAE,"Schizachyrium condensatum",Nees,,115907
POACEAE,"Schizachyrium microstachyum","(Desv. ex Ham.) Roseng., B.R. Arrill. & Izag.",,69428
POACEAE,"Setaria geminata","(Forssk.) Veldkamp",,69618
POACEAE,"Setaria palmifolia","(J. Koenig) Stapf",,69619
POACEAE,"Setaria paniculifera","(Steud.) E. Fourn. ex He",,80315
POACEAE,"Setaria parviflora","(Poir.) Kerguélen",,69620
POACEAE,"Setaria vulpiseta","(Lam.) Roem. & Schult.",,69625
POACEAE,"Sporobolus indicus","(L.) R. Br.",,69949
POACEAE,"Sporobolus jacquemontii",Kunth,,69950
POACEAE,"Streptochaeta sodiroana",Hack.,,70074
POACEAE,"Streptochaeta spicata","Schrad. ex Nees",,70075
POACEAE,"Streptochaeta spicata subsp. spicata",,,78109
POACEAE,"Streptogyna americana","C.E. Hubb.",,70076
POACEAE,"Urochloa fusca","(Sw.) B.F. Hansen & Wunderlin",,70708
POACEAE,"Urochloa mutica","(Forssk.) T.Q. Nguyen",,70711
POLYGALACEAE,"Polygala paniculata",L.,,68570
POLYGALACEAE,"Securidaca diversifolia","(L.) S.F. Blake",,69504
POLYGALACEAE,"Securidaca sylvestris",Schltdl.,,69505
POLYGONACEAE,"Coccoloba acuminata",Kunth,,63325
POLYGONACEAE,"Coccoloba barbadensis",Jacq.,,188125
POLYGONACEAE,"Coccoloba coronata",Jacq.,,63328
POLYGONACEAE,"Coccoloba johnstonii","R.A. Howard",,63333
POLYGONACEAE,"Coccoloba manzinellensis",Beurl.,,63337
POLYGONACEAE,"Coccoloba obovata",Kunth,,63339
POLYGONACEAE,"Coccoloba parimensis",Benth.,,63341
POLYGONACEAE,"Persicaria acuminata","(Kunth) M. Gómez",,180998
POLYGONACEAE,"Persicaria punctata",,,110886
POLYGONACEAE,"Polygonum hydropiperoides",Michx.,,68579
POLYGONACEAE,"Triplaris americana",L.,,70633
POLYGONACEAE,"Triplaris cumingiana","Fisch. & C.A. Mey.",,70634
POLYPODIACEAE,"Campyloneurum angustifolium","(Sw.) Fée",,62694
POLYPODIACEAE,"Campyloneurum aphanophlebium","(Kunze) T. Moore",,62695
POLYPODIACEAE,"Campyloneurum brevifolium","(Lodd. ex Link) Link",,62696
POLYPODIACEAE,"Campyloneurum costatum","(Kunze) C. Presl",,62697
POLYPODIACEAE,"Campyloneurum phyllitidis","(L.) C. Presl",,62703
POLYPODIACEAE,"Microgramma lycopodioides","(L.) Copel.",,66797
POLYPODIACEAE,"Microgramma mauritiana","(Willd.) Tardieu",,181539
POLYPODIACEAE,"Microgramma percussa","(Cav.) de la Sota",,66799
POLYPODIACEAE,"Microgramma reptans","(Cav.) A.R. Sm.",,66801
POLYPODIACEAE,"Niphidium crassifolium","(L.) Lellinger",,67105
POLYPODIACEAE,"Niphidium oblanceolatum","A. Rojas",,67107
POLYPODIACEAE,"Pecluma hygrometrica","(Splitg.) M.G. Price",,67695
POLYPODIACEAE,"Pecluma pectinata","(L.) M.G. Price",,67696
POLYPODIACEAE,"Pleopeltis christensenii","A. R. Sm.",,182079
POLYPODIACEAE,"Pleopeltis panamensis","(Weath.) Pic. Serm.",,68443
POLYPODIACEAE,"Pleopeltis polypodioides","(L.) E.G.Andrews & Windham",,112403
POLYPODIACEAE,"Serpocaulon maritimum","(Hieron.) A.R. Sm.",,77878
POLYPODIACEAE,"Serpocaulon triseriale","(Sw.) A.R. Sm.",,77880
POLYPODIACEAE,"Serpocaulon wagneri","(Mett.) A. R. Sm.",,159476
PONTEDERIACEAE,"Eichhornia azurea","(Sw.) Kunth",,64339
PONTEDERIACEAE,"Eichhornia crassipes","(Mart.) Solms",,64340
PONTEDERIACEAE,"Pontederia rotundifolia","L. f.",,68619
POTTIACEAE,"Weissia jamaicensis","(Mitt.) Grout",,189558
PROTEACEAE,"Roupala montana",Aubl.,,69200
PTERIDACEAE,"Adiantopsis radiata","(L.) Fée",,61452
PTERIDACEAE,"Adiantum decoratum","Maxon & Weath.",,61458
PTERIDACEAE,"Adiantum fructuosum","Poepp. ex Spreng.",,61460
PTERIDACEAE,"Adiantum humile",Kunze,,61461
PTERIDACEAE,"Adiantum lucidum","(Cav.) Sw.",,61464
PTERIDACEAE,"Adiantum lunulatum","Burm. f.",,80082
PTERIDACEAE,"Adiantum obliquum",Willd.,,61466
PTERIDACEAE,"Adiantum patens",Willd.,,87404
PTERIDACEAE,"Adiantum petiolatum",Desv.,,61467
PTERIDACEAE,"Adiantum pulverulentum",L.,,61470
PTERIDACEAE,"Adiantum seemannii",Hook.,,61471
PTERIDACEAE,"Adiantum tetraphyllum","Humb. & Bonpl. ex Willd.",,61475
PTERIDACEAE,"Adiantum villosum",L.,,61479
PTERIDACEAE,"Adiantum x variopinnatum","Jermy & T.G. Walker",,155773
PTERIDACEAE,"Ananthacorus angustifolius","(Sw.) Underw. & Maxon",,61655
PTERIDACEAE,"Anetium citrifolium","(L.) Splitg.",,61683
PTERIDACEAE,"Ceratopteris deltoidea",Benedict,,80138
PTERIDACEAE,"Ceratopteris pteridoides","(Hook.) Hieron.",,62928
PTERIDACEAE,"Hemionitis palmata",L.,,65407
PTERIDACEAE,"Pityrogramma calomelanos","(L.) Link",,68405
PTERIDACEAE,"Pteris altissima",Poir.,,68922
PTERIDACEAE,"Pteris grandifolia",L.,,68926
PTERIDACEAE,"Pteris propinqua","J. Agardh",,68936
PTERIDACEAE,"Pteris pungens",Willd.,,68937
PTERIDACEAE,"Vittaria graminifolia",Kaulf.,,70829
PTERIDACEAE,"Vittaria lineata","(L.) Sm.",,70830
PTEROBRYACEAE,"Calyptothecium duplicatum","Brotherus, 1906",,176571
PTEROBRYACEAE,"Henicodium geniculatum","W. R. Buck, 1989",,176976
PTEROBRYACEAE,"Jaegerina scariosa","Arzeni, 1954",,177024
PTEROBRYACEAE,"Orthostichopsis tetragona","Brotherus, 1906",,177242
PTEROBRYACEAE,"Pireella cymbifolia","Cardot, 1913",,181017
PTEROBRYACEAE,"Pireella pohlii","Cardot, 1913",,177365
RACOPILACEAE,"Racopilum tomentosum","(Hedw.) Brid.",,114536
RADULACEAE,"Radula flaccida","Lindenb. et Gottsche",,173292
RAFFLESIACEAE,"Apodanthes caseariae",Poit.,,61911
RHAMNACEAE,"Colubrina glandulosa",Perkins,,63382
RHAMNACEAE,"Colubrina glandulosa var. glandulosa",,,78230
RHAMNACEAE,"Gouania colombiana",Suess.,,65118
RHAMNACEAE,"Gouania croatii","A. Pool",,172405
RHAMNACEAE,"Gouania lupuloides","(L.) Urb.",,65120
RHAMNACEAE,"Gouania polygama","(Jacq.) Urb.",,65121
RHAMNACEAE,"Ziziphus strychnifolia","Triana & Planch.",,80345
RHIZOPHORACEAE,"Cassipourea elliptica","(Sw.) Poir.",,62791
ROSACEAE,"Rosa spinosissima",L.,,69193
RUBIACEAE,"Alibertia dwyeri","Delprete & C.H. Perss.",,61575
RUBIACEAE,"Alibertia edulis","(Rich.) A. Rich. ex DC.",,61576
RUBIACEAE,"Alseis blackiana",Hemsl.,,61596
RUBIACEAE,"Amaioua corymbosa",Kunth,,80085
RUBIACEAE,"Amaioua glomerulata","(Lam. ex Poir.) Delprete & C.H. Perss.",,61612
RUBIACEAE,"Appunia seibertii",Standl.,,61912
RUBIACEAE,"Bertiera guianensis",Aubl.,,62312
RUBIACEAE,"Calycophyllum candidissimum","(Vahl) DC.",,62655
RUBIACEAE,"Carapichea ipecacuanha","(Brot.) L. Andersson",,62735
RUBIACEAE,"Chimarrhis parviflora",Standl.,,63020
RUBIACEAE,"Chiococca alba","(L.) Hitchc.",,63021
RUBIACEAE,"Chiococca belizensis",Lundell,,63022
RUBIACEAE,"Chomelia psilocarpa","Dwyer & M.V. Hayden",,63038
RUBIACEAE,"Cosmibuena grandiflora","(Ruiz & Pav.) Rusby",,63549
RUBIACEAE,"Cosmibuena macrocarpa","(Benth.) Klotzsch ex Walp.",,63550
RUBIACEAE,"Coussarea impetiolaris","Donn. Sm.",,63597
RUBIACEAE,"Coussarea loftonii","(Dwyer & M.V. Hayden) Dwyer",,63599
RUBIACEAE,"Coussarea suaveolens","C.M. Taylor & J.G. Jardim",,181549
RUBIACEAE,"Coutarea hexandra","(Jacq.) K. Schum.",,63604
RUBIACEAE,"Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral",,96169
RUBIACEAE,"Faramea luteovirens",Standl.,,64845
RUBIACEAE,"Faramea occidentalis","(L.) A. Rich.",,64848
RUBIACEAE,"Galianthe spicata","Cabaña Fader & Dessein",,181550
RUBIACEAE,"Genipa americana",L.,,65001
RUBIACEAE,"Geophila croatii",Steyerm.,,65024
RUBIACEAE,"Geophila repens","(L.) I.M. Johnst.",,65027
RUBIACEAE,"Guettarda foliacea",Standl.,,65191
RUBIACEAE,"Hamelia axillaris",Sw.,,65290
RUBIACEAE,"Hamelia patens",Jacq.,,65294
RUBIACEAE,"Hemidiodia ocimifolia","(Willd.) K. Schum.",,100985
