"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","habit"
"Dioscorea standleyi-DIO1ST",2755693,"Dioscorea standleyi","Climbing"
"Dioscorea trifida-DIO1TR",2755239,"Dioscorea trifida","Climbing"
"Dioscorea trifoliata-DIO1T1",2755217,"Dioscorea trifoliata","Climbing"
"Dioscorea urophylla-DIO1UR-DIOU",2755057,"Dioscorea urophylla","Climbing"
"Dioscoreaceae",7694,"Dioscoreaceae",""
"Diospyros",3030169,"Diospyros",""
"Diospyros artanthifolia-DIO2AR-DIO2",7848675,"Diospyros artanthifolia","Freestanding"
"Diospyros blancoi-DIO2BL",3032974,"Diospyros blancoi","Freestanding"
"Diospyros inconstans-DIO2IN",4069846,"Diospyros inconstans","Freestanding"
"Diospyros juruensis-DIO2HA",4071345,"Diospyros juruensis","Freestanding"
"Diospyros nigra-DIO2DI",8115692,"Diospyros nigra","Freestanding"
"Diospyros salicifolia-DIO2SA",4071386,"Diospyros salicifolia","Freestanding"
"Dipentodontaceae",4160293,"Dipentodontaceae",""
"Diphysa",2965025,"Diphysa",""
"Diphysa americana-DIPHRO",5357263,"Diphysa americana","Freestanding"
"Diplopterys",7284911,"Diplopterys",""
"Diplopterys nutans-BANINU",3982464,"Diplopterys nutans","Climbing"
"Diplopterys platyptera-BANIPL",3982422,"Diplopterys platyptera","Climbing"
"Diplotropis",2960676,"Diplotropis",""
"Diplotropis purpurea-DIPLPU",5355625,"Diplotropis purpurea","Freestanding"
"Dipteryx",2947121,"Dipteryx",""
"Dipteryx oleifera-DIPTPA-DIPP",2947126,"Dipteryx oleifera","Freestanding"
"Disciphania",7268753,"Disciphania",""
"Disciphania ernstii-DES1ER",7268790,"Disciphania ernstii","Climbing"
"Disciphania inversa-DES1IN",3830658,"Disciphania inversa","Climbing"
"Discophora",3234385,"Discophora",""
"Discophora guianensis-DISCGU-DISG",8066826,"Discophora guianensis","Freestanding"
"Disterigma",7718378,"Disterigma",""
"Disterigma hammelii-DISTHA",4171030,"Disterigma hammelii","Freestanding"
"Disterigma humboldtii-DISTHU",4171004,"Disterigma humboldtii","Freestanding"
"Disterigma panamense-DISTPA",4170786,"Disterigma panamense","Freestanding"
"Disterigma trimerum-DISTTR",4170600,"Disterigma trimerum","Freestanding"
"Disterigma utleyorum-DISTUT",4170567,"Disterigma utleyorum","Freestanding"
"Distimake",7324349,"Distimake",""
"Distimake quinquefolius-MERRQU",9340539,"Distimake quinquefolius","Climbing"
"Distimake tuberosus-MERRTU",9636531,"Distimake tuberosus","Climbing"
"Ditrichanthus",9443652,"Ditrichanthus",""
"Ditrichanthus seemannii-PALISE",9324079,"Ditrichanthus seemannii","Freestanding"
"Dodonaea",3190017,"Dodonaea",""
"Dodonaea viscosa-DODOVI",5421144,"Dodonaea viscosa","Freestanding"
"Dolichandra",6401165,"Dolichandra",""
"Dolichandra uncata-DOL1UN",6070571,"Dolichandra uncata","Climbing"
"Dolichandra unguis-cati-MACFUN-MACU",5830619,"Dolichandra unguis-cati","Climbing"
"Doliocarpus",3083497,"Doliocarpus",""
"Doliocarpus dasyanthus-DOLIDA",7303946,"Doliocarpus dasyanthus","Climbing"
"Doliocarpus dentatus-DOLIDE-DOLD",7303933,"Doliocarpus dentatus","Climbing"
"Doliocarpus dressleri-DOLIDR",8907902,"Doliocarpus dressleri","Climbing"
"Doliocarpus major-DOLIMA-DOL1",3083498,"Doliocarpus major","Climbing"
"Doliocarpus multiflorus-DOLIMU-DOL2",4163413,"Doliocarpus multiflorus","Climbing"
"Doliocarpus olivaceus-DOLIOL-DOLO",7694190,"Doliocarpus olivaceus","Climbing"
"Drimys",3153974,"Drimys",""
"Drimys granadensis-DRIMGR",7827774,"Drimys granadensis","Freestanding"
"Drymonia",3233484,"Drymonia",""
"Drymonia serrulata-DRYMSE-DRSE",5590493,"Drymonia serrulata","Climbing"
"Drypetes brownii-DRYPBR",3075891,"Drypetes brownii","Freestanding"
"Drypetes standleyi-DRYPST-DRYS",3075619,"Drypetes standleyi","Freestanding"
"Drypetes-DRYP2",3075615,"Drypetes","Freestanding"
"Duguetia",3157467,"Duguetia",""
"Duguetia confusa-DUGUCO-DUGC",3157609,"Duguetia confusa","Freestanding"
"Duguetia gentryi-DUGUGE",3157540,"Duguetia gentryi","Freestanding"
"Duguetia panamensis-DUGUPA",3157502,"Duguetia panamensis","Freestanding"
"Duguetia tuberculata-DUGUTU",3157568,"Duguetia tuberculata","Freestanding"
"Dussia",2968226,"Dussia",""
"Dussia atropurpurea-DUSSAT-DUSM",3912540,"Dussia atropurpurea","Freestanding"
"Dussia discolor-DUSSDI",2968227,"Dussia discolor","Freestanding"
"Dussia macroprophyllata-DUSSMA",2968233,"Dussia macroprophyllata","Freestanding"
"Dussia martinicensis-DUSSM1",7624748,"Dussia martinicensis","Freestanding"
"Dussia tessmannii-DUSSTE",2968237,"Dussia tessmannii","Freestanding"
"Dypsis",2735778,"Dypsis",""
"Dypsis lutescens-DYPSLU",2735935,"Dypsis lutescens","Freestanding"
"Dystovomita",7329965,"Dystovomita",""
"Dystovomita paniculata-DYSTPA",3711673,"Dystovomita paniculata","Freestanding"
"Ebenaceae",6709,"Ebenaceae",""
"Ecclinusa",2887353,"Ecclinusa",""
"Ecclinusa guianensis-ECCLGU",2887376,"Ecclinusa guianensis","Freestanding"
"Ecclinusa lanceolata-ECCLLA",2887358,"Ecclinusa lanceolata","Freestanding"
"Echites",3169766,"Echites",""
"Echites darienensis-ECHIDA",3617937,"Echites darienensis","Climbing"
"Echites speciosissimus-FERNSP",9602441,"Echites speciosissimus","Climbing"
"Echites turbinatus-ECHITU",3620946,"Echites turbinatus","Climbing"
"Echites yucatanensis-ECHIYU",3620532,"Echites yucatanensis","Climbing"
"Ehretia",2911338,"Ehretia",""
"Ehretia latifolia-EHREAU",4066463,"Ehretia latifolia","Freestanding"
"Ehretiaceae",4923856,"Ehretiaceae",""
"Elachyptera",3231377,"Elachyptera",""
"Elachyptera floribunda-ELACFL",5579866,"Elachyptera floribunda","Climbing"
"Elaeagia",2918905,"Elaeagia",""
"Elaeagia auriculata-ELA1AU",2918921,"Elaeagia auriculata","Freestanding"
"Elaeagia chiriquina-ELA1CH",2918930,"Elaeagia chiriquina","Freestanding"
"Elaeagia glossostipula-ELA1GL",2918932,"Elaeagia glossostipula","Freestanding"
"Elaeagia karstenii",2918911,"Elaeagia karstenii","Freestanding"
"Elaeagia myriantha-ELA1MY",2918934,"Elaeagia myriantha","Freestanding"
"Elaeagia nitidifolia-ELA1NI",2918915,"Elaeagia nitidifolia","Freestanding"
"Elaeagia pastoensis",2918917,"Elaeagia pastoensis","Freestanding"
"Elaeis",2731881,"Elaeis",""
"Elaeis guineensis-ELAEGU",2731882,"Elaeis guineensis","Freestanding"
"Elaeis oleifera-ELAEOL-ELAO",8791596,"Elaeis oleifera","Freestanding"
"Elaeocarpaceae",2435,"Elaeocarpaceae",""
"Elaeodendron",7102792,"Elaeodendron",""
"Elaeodendron xylocarpum-ELA2XY",3169186,"Elaeodendron xylocarpum","Freestanding"
"Elaeoluma",2886342,"Elaeoluma",""
"Elaeoluma glabrescens-ELA3GL",2886343,"Elaeoluma glabrescens","Freestanding"
"Elvasia",7326782,"Elvasia",""
"Elvasia elvasioides-ELVAEL",3696218,"Elvasia elvasioides","Freestanding"
"Endlicheria",7304104,"Endlicheria",""
"Endlicheria browniana-ENDLBR",4176704,"Endlicheria browniana","Freestanding"
"Endlicheria formosa-ENDLFO",4176428,"Endlicheria formosa","Freestanding"
"Endlicheria jefensis",4176171,"Endlicheria jefensis","Freestanding"
"Endlicheria paniculata-ENDLPA",4175860,"Endlicheria paniculata","Freestanding"
"Endlicheria tschudyana-ENDLTS",4183476,"Endlicheria tschudyana","Freestanding"
"Entada",2976182,"Entada",""
"Entada gigas-ENTAGI-ENTM",2976183,"Entada gigas","Climbing"
"Entada polystachya-ENTAPO-ADEP",2976206,"Entada polystachya","Climbing"
"Enterolobium",2961142,"Enterolobium",""
"Enterolobium cyclocarpum-ENTECY-ENTC",2961150,"Enterolobium cyclocarpum","Freestanding"
"Erblichia",7303760,"Erblichia",""
"Erblichia odorata-ERBLOD",7303780,"Erblichia odorata","Freestanding"
"Eremosis",3141099,"Eremosis",""
"Eremosis triflosculosa-VER1TR",5695203,"Eremosis triflosculosa","Freestanding"
"Ericaceae",2505,"Ericaceae",""
"Eriobotrya",3032335,"Rhaphiolepis",""
"Eriobotrya japonica-ERIOJA",10786206,"Rhaphiolepis bibas","Freestanding"
"Erisma",3231629,"Erisma",""
"Erisma blancoa-ERISBL",5650962,"Erisma blancoa","Freestanding"
"Erisma panamense",9302770,"Erisma panamense","Freestanding"
"Erythrina",2945830,"Erythrina",""
"Erythrina berteroana-ERY1BE",5349775,"Erythrina berteroana","Freestanding"
"Erythrina chiriquensis-ERY1CH",5349573,"Erythrina chiriquensis","Freestanding"
"Erythrina costaricensis-ERY1CO-ERYC",5349770,"Erythrina costaricensis","Freestanding"
"Erythrina edulis-ERY1ED",5349541,"Erythrina edulis","Freestanding"
"Erythrina fusca-ERY1FU",5349620,"Erythrina fusca","Freestanding"
"Erythrina gibbosa-ERY1GI",5349696,"Erythrina gibbosa","Freestanding"
"Erythrina lanceolata-ERY1LA",5349540,"Erythrina lanceolata","Freestanding"
"Erythrina poeppigiana-ERY1PO",5349755,"Erythrina poeppigiana","Freestanding"
"Erythrina rubrinervia-ERY1RU",5349665,"Erythrina rubrinervia","Freestanding"
"Erythrina variegata-ERY1VA",5349581,"Erythrina variegata","Freestanding"
"Erythropalaceae",4924615,"Erythropalaceae",""
"Erythrophleum",7587179,"Erythrophleum",""
"Erythrophleum suaveolens-ERY3SU",2971196,"Erythrophleum suaveolens","Freestanding"
"Erythroxylaceae",6686,"Erythroxylaceae",""
"Erythroxylum amazonicum-ERY2AM",3694127,"Erythroxylum amazonicum","Freestanding"
"Erythroxylum areolatum-ERY2AR",2873938,"Erythroxylum areolatum","Freestanding"
"Erythroxylum brennae-ERY2BR",3694230,"Erythroxylum brennae","Freestanding"
"Erythroxylum citrifolium-ERY2CI",7284809,"Erythroxylum citrifolium","Freestanding"
"Erythroxylum havanense-ERY2HA",7284815,"Erythroxylum havanense","Freestanding"
"Erythroxylum macrophyllum-ERY2MA-ERYM",7870294,"Erythroxylum macrophyllum","Freestanding"
"Erythroxylum novogranatense-ERY2NO",2873941,"Erythroxylum novogranatense","Freestanding"
"Erythroxylum oxycarpum-ERY2OX",3694450,"Erythroxylum oxycarpum","Freestanding"
"Erythroxylum panamense-ERY2PA-ERYP",3694401,"Erythroxylum panamense","Freestanding"
"Erythroxylum-ERY22",2873937,"Erythroxylum","Freestanding"
"Escallonia",2986228,"Escallonia",""
"Escallonia myrtilloides-ESCAMY",8376201,"Escallonia myrtilloides","Freestanding"
"Escallonia paniculata-ESCAPA",7548211,"Escallonia paniculata","Freestanding"
"Escalloniaceae",3234486,"Escalloniaceae",""
"Eschweilera",3083183,"Eschweilera",""
"Eschweilera amplexifolia-ESCHAM",3083213,"Eschweilera amplexifolia","Freestanding"
"Eschweilera antioquensis-ESCHA1",3083338,"Eschweilera antioquensis","Freestanding"
"Eschweilera calyculata-ESCHCA",3083214,"Eschweilera calyculata","Freestanding"
"Eschweilera caudiculata-ESCHC1",3083348,"Eschweilera caudiculata","Freestanding"
"Eschweilera collinsii-ESCHCO",3083215,"Eschweilera collinsii","Freestanding"
"Eschweilera compressa-ESCHAN",3083370,"Eschweilera compressa","Freestanding"
"Eschweilera coriacea-ESCHC2",3083231,"Eschweilera coriacea","Freestanding"
"Eschweilera correae",7463438,"Eschweilera correae","Freestanding"
"Eschweilera hondurensis-ESCHHO",3083418,"Eschweilera hondurensis","Freestanding"
"Eschweilera integrifolia-ESCHIN",3083292,"Eschweilera integrifolia","Freestanding"
"Eschweilera jacquelyniae-ESCHJA",3083277,"Eschweilera jacquelyniae","Freestanding"
"Eschweilera longipedicellata-ESCHLO",3083382,"Eschweilera longipedicellata","Freestanding"
"Eschweilera microcalyx-ESCHMI",3083202,"Eschweilera microcalyx","Freestanding"
"Eschweilera neei-ESCHNE",3083297,"Eschweilera neei","Freestanding"
"Eschweilera pachyderma-ESCHP1",3083327,"Eschweilera pachyderma","Freestanding"
"Eschweilera panamensis-ESCHPA",3083417,"Eschweilera panamensis","Freestanding"
"Eschweilera reversa-ESCHPI-ESCP",3083352,"Eschweilera reversa","Freestanding"
"Eschweilera sessilis-ESCHSE",3083357,"Eschweilera sessilis","Freestanding"
"Esenbeckia",3190391,"Esenbeckia",""
"Esenbeckia berlandieri-ESENBE",7660734,"Esenbeckia berlandieri","Freestanding"
"Esenbeckia panamensis-ESENPA",5592910,"Esenbeckia panamensis","Freestanding"
"Esenbeckia pentaphylla-ESENPE",7268828,"Esenbeckia pentaphylla","Freestanding"
"Eucalyptus",7493935,"Eucalyptus",""
"Eucalyptus camaldulensis-EUCACA",11869920,"Eucalyptus camaldulensis","Freestanding"
"Eucalyptus cinerea-EUCACI",3176723,"Eucalyptus cinerea","Freestanding"
"Eucalyptus globulus-EUCAGL",3176787,"Eucalyptus globulus","Freestanding"
"Eucalyptus robusta-EUCARO",3176743,"Eucalyptus robusta","Freestanding"
"Eucalyptus sideroxylon-EUCASI",3177189,"Eucalyptus sideroxylon","Freestanding"
"Eugenia acapulcensis-EUGEAC",5417775,"Eugenia acapulcensis","Freestanding"
"Eugenia arrhaphocalyx",9577447,"Eugenia arrhaphocalyx","Freestanding"
"Eugenia austin-smithii-EUGEAU",5416675,"Eugenia austin-smithii","Freestanding"
"Eugenia biflora-EUGEBI",5417812,"Eugenia biflora","Freestanding"
"Eugenia brachyblastiflora",8866702,"Eugenia brachyblastiflora","Freestanding"
"Eugenia chepensis-EUGECH",5417097,"Eugenia chepensis","Freestanding"
"Eugenia coibensis",5417953,"Eugenia coibensis","Freestanding"
"Eugenia costaricensis-EUGEC1",5417955,"Eugenia costaricensis","Freestanding"
"Eugenia cricamolensis-EUGECR",5416616,"Eugenia chrysophyllum","Freestanding"
"Eugenia darcyi",5417979,"Eugenia darcyi","Freestanding"
"Eugenia donosoensis",8778737,"Eugenia donosoensis","Freestanding"
"Eugenia egensis-EUGEEG",5416834,"Eugenia egensis","Freestanding"
"Eugenia florida-EUGECO-EUGC",5417919,"Eugenia florida","Freestanding"
"Eugenia galalonensis-EUGEGA-EUGG",5416878,"Eugenia galalonensis","Freestanding"
"Eugenia glandulosopunctata-EUGEGL",5417993,"Eugenia glandulosopunctata","Freestanding"
"Eugenia gomezii",5416589,"Eugenia gomezii","Freestanding"
"Eugenia hammelii",5417255,"Eugenia hammelii","Freestanding"
"Eugenia herrerae-EUGEHE",5416476,"Eugenia herrerae","Freestanding"
"Eugenia hiraeifolia-EUGESA",5417041,"Eugenia hiraeifolia","Freestanding"
"Eugenia mcphersonii",5417505,"Eugenia mcphersonii","Freestanding"
"Eugenia monticola-EUGEMO",5418047,"Eugenia monticola","Freestanding"
"Eugenia nesiotica-EUGENE-EUGN",5417636,"Eugenia nesiotica","Freestanding"
"Eugenia octopleura-EUGEOC-EUG1",5416283,"Eugenia octopleura","Freestanding"
"Eugenia oerstediana-EUGEOE-EUGO",5418017,"Eugenia oerstediana","Freestanding"
"Eugenia pittieri-EUGEPI",5417142,"Eugenia pittieri","Freestanding"
"Eugenia principium-EUGEPR-EUGP",10527825,"Eugenia principium","Freestanding"
"Eugenia roseola",9493625,"Eugenia roseola","Freestanding"
"Eugenia roseopetala",8848364,"Eugenia roseopetala","Freestanding"
"Eugenia sanjuanensis-EUGESJ",5417132,"Eugenia sanjuanensis","Freestanding"
"Eugenia siggersii-EUGESI",5417464,"Eugenia siggersii","Freestanding"
"Eugenia stictopetala-EUGETA",5417648,"Eugenia stictopetala","Freestanding"
"Eugenia truncata-EUGETR",5417373,"Eugenia truncata","Freestanding"
"Eugenia uniflora-EUGEUN-EUGU",5416458,"Eugenia uniflora","Freestanding"
"Eugenia venezuelensis-EUGEVE-EUGV",5417525,"Eugenia venezuelensis","Freestanding"
"Eugenia veraguensis",9459445,"Eugenia veraguensis","Freestanding"
"Eugenia-EUGE6",3177662,"Eugenia","Freestanding"
"Eumachia",2896907,"Eumachia",""
"Eumachia haematocarpa-MAR2HA",11077284,"Eumachia haematocarpa","Freestanding"
"Eumachia impatiens-MAR2IM",10915536,"Eumachia impatiens","Freestanding"
"Euphorbia",11397237,"Euphorbia",""
"Euphorbia apocynoides-EUPHAP",3068916,"Euphorbia apocynoides","Freestanding"
"Euphorbia cotinifolia-EUPHCO",3067261,"Euphorbia cotinifolia","Freestanding"
"Euphorbia leucocephala-EUPHLE",3066435,"Euphorbia leucocephala","Freestanding"
"Euphorbia sinclairiana-EUPHEL",3068201,"Euphorbia sinclairiana","Freestanding"
"Euphorbia tithymaloides",3069168,"Euphorbia tithymaloides","Freestanding"
"Euphorbiaceae",4691,"Euphorbiaceae",""
"Euterpe",7906352,"Euterpe",""
"Euterpe oleracea-EUTEOL",5293398,"Euterpe oleracea","Freestanding"
"Euterpe precatoria-EUTEPR-EUTP",5293425,"Euterpe precatoria","Freestanding"
"Fabaceae",5386,"Fabaceae",""
"Fabaceae-Caesalpiniodeae",5386,"Fabaceae",""
"Fabaceae-Mimosoideae",5386,"Fabaceae",""
"Fabaceae-Papilionoideae",5386,"Fabaceae",""
"Fagaceae",4689,"Fagaceae",""
"Fairchildia",2953999,"Fairchildia",""
"Fairchildia panamensis-SWARPA-SWAP",2951308,"Fairchildia panamensis","Freestanding"
"Faramea",2897889,"Faramea",""
"Faramea accumulans-FARAAC",2898024,"Faramea accumulans","Freestanding"
"Faramea areolata-FARAAR",2898015,"Faramea areolata","Freestanding"
"Faramea calophylla-FARAJE",2897957,"Faramea calophylla","Freestanding"
"Faramea capulifolia-FARACA",2898175,"Faramea capulifolia","Freestanding"
"Faramea correae-FARACO",2898200,"Faramea correae","Freestanding"
"Faramea eurycarpa-FARAEU",2897902,"Faramea eurycarpa","Freestanding"
"Faramea frondosa",3848411,"Faramea frondosa","Freestanding"
"Faramea glandulosa-FARAGL",2898063,"Faramea glandulosa","Freestanding"
"Faramea lehmannii-FARALE",2898076,"Faramea lehmannii","Freestanding"
"Faramea liesneri-FARALI",2898160,"Faramea liesneri","Freestanding"
"Faramea luteovirens-FARALU-FARL",2898057,"Faramea luteovirens","Freestanding"
"Faramea macrura-FARAMA",2897939,"Faramea macrura","Freestanding"
"Faramea multiflora-FARAMU",8295089,"Faramea multiflora","Freestanding"
"Faramea occidentalis-FARAOC-FARO",2898087,"Faramea occidentalis","Freestanding"
"Faramea ovalis-FARAOV",2897955,"Faramea ovalis","Freestanding"
"Faramea papillata-FARAP2",2898182,"Faramea papillata","Freestanding"
"Faramea papirifolia-FARAP1",2898172,"Faramea papirifolia","Freestanding"
"Faramea parvibractea-FARAPA",3848244,"Faramea parvibractea","Freestanding"
"Faramea quinqueflora-FARAQU",2898037,"Faramea quinqueflora","Freestanding"
"Faramea scalaris-FARASC",2897925,"Faramea scalaris","Freestanding"
"Faramea spathacea-FARASP",2898105,"Faramea spathacea","Freestanding"
"Faramea suerrensis-FARASU",2897908,"Faramea suerrensis","Freestanding"
"Faramea tamberlikiana-FARATA",2898191,"Faramea tamberlikiana","Freestanding"
"Faramea trinervia-FARATR",2898059,"Faramea trinervia","Freestanding"
"Ferdinandusa",2907987,"Ferdinandusa",""
"Ferdinandusa panamensis-FERDPA",2908019,"Ferdinandusa panamensis","Freestanding"
"Fernandoa",7298663,"Fernandoa",""
"Fernandoa adenophylla-FERNAD",4093859,"Fernandoa adenophylla","Freestanding"
"Fevillea",2874554,"Fevillea",""
"Fevillea cordifolia-FEVICO-FEVC",2874555,"Fevillea cordifolia","Climbing"
"Ficus",2984588,"Ficus",""
"Ficus americana-FICUAM-FIP1",5361926,"Ficus americana","Freestanding"
"Ficus apollinaris-FICUP1",5572059,"Ficus apollinaris","Freestanding"
"Ficus aurea-FICOAU",5361923,"Ficus aurea","Freestanding"
"Ficus benjamina-FICUBE",5361932,"Ficus benjamina","Freestanding"
"Ficus brevibracteata-FICUBR",5571209,"Ficus brevibracteata","Freestanding"
"Ficus cahuitensis",5571061,"Ficus cahuitensis","Freestanding"
"Ficus caldasiana",5571043,"Ficus caldasiana","Freestanding"
"Ficus carchiana-FICUCA",5570925,"Ficus carchiana","Freestanding"
"Ficus cervantesiana",5570712,"Ficus cervantesiana","Freestanding"
"Ficus citrifolia-FICUCI-FICI",5361938,"Ficus citrifolia","Freestanding"
"Ficus colubrinae-FICUC1-FIC1",5570299,"Ficus colubrinae","Freestanding"
"Ficus costaricana-FICUC2-FIC2",5569991,"Ficus costaricana","Freestanding"
"Ficus crassiuscula-FICUCR",5569874,"Ficus crassiuscula","Freestanding"
"Ficus crocata-FICUC3",5569828,"Ficus crocata","Freestanding"
"Ficus cuatrecasasiana",7389440,"Ficus cuatrecasasiana","Freestanding"
"Ficus davidsoniae",5572686,"Ficus davidsoniae","Freestanding"
"Ficus dendrocida",5572579,"Ficus dendrocida","Freestanding"
"Ficus donnell-smithii",5572269,"Ficus donnell-smithii","Freestanding"
"Ficus elastica-FICUEL",7835333,"Ficus elastica","Freestanding"
"Ficus francoae",5571424,"Ficus francoae","Freestanding"
"Ficus hartwegii-FICUHA",5570703,"Ficus hartwegii","Freestanding"
"Ficus insipida-FICUIN-FIIN",6358534,"Ficus insipida","Freestanding"
"Ficus macbridei-FICUM1",5571803,"Ficus macbridei","Freestanding"
"Ficus matiziana-FICUBU-FIBU",5571399,"Ficus matiziana","Freestanding"
"Ficus maxima-FICUMA-FIMA",5571386,"Ficus maxima","Freestanding"
"Ficus nymphaeifolia-FICUNY-FINY",5570630,"Ficus nymphaeifolia","Freestanding"
"Ficus obtusifolia-FICUOB-FIOB",5361910,"Ficus obtusifolia","Freestanding"
"Ficus osensis",5570340,"Ficus osensis","Freestanding"
"Ficus paraensis-FIPA",5569960,"Ficus paraensis","Freestanding"
"Ficus pertusa-FICUPE-FIP2",7944396,"Ficus pertusa","Freestanding"
"Ficus popenoei-FICUPO-FIPO",7262862,"Ficus popenoei","Freestanding"
"Ficus richteri",5571413,"Ficus richteri","Freestanding"
"Ficus schippii",5570840,"Ficus schippii","Freestanding"
"Ficus tonduzii-FICUTO-FITO",5572425,"Ficus tonduzii","Freestanding"
"Ficus trianae",5572292,"Ficus trianae","Freestanding"
"Ficus trigonata-FICUTR-FITR",5361896,"Ficus trigonata","Freestanding"
"Ficus turrialbana",5572008,"Ficus turrialbana","Freestanding"
"Ficus velutina",5571745,"Ficus velutina","Freestanding"
"Ficus yoponensis-FICUYO-FIYO",5571280,"Ficus yoponensis","Freestanding"
"Filicium",8172928,"Filicium",""
"Filicium decipiens-FILIDE",3189977,"Filicium decipiens","Freestanding"
"Fischeria",3230932,"Fischeria",""
"Fischeria billbergiana-FISCBI-FISB",8235491,"Fischeria billbergiana","Climbing"
"Fischeria brachycalyx-FISCBR",7914630,"Fischeria brachycalyx","Climbing"
"Fischeria panamensis-FISCPA",8295933,"Fischeria panamensis","Climbing"
"Fischeria scandens-FISCSC",7720134,"Fischeria scandens","Climbing"
"Fissicalyx",2943739,"Fissicalyx",""
"Fissicalyx fendleri-FISSFE-FIS1",2943740,"Fissicalyx fendleri","Freestanding"
"Flacourtia",2874157,"Flacourtia",""
"Flacourtia jangomas-FLACJA",5331164,"Flacourtia jangomas","Freestanding"
"Flacourtiaceae",9725603,"Flacourtiaceae",""
"Flemingia",2975927,"Flemingia",""
"Flemingia strobilifera-FLEMST",5359843,"Flemingia strobilifera","Freestanding"
"Forchhammeria",3054278,"Forchhammeria",""
"Forchhammeria iltisii",8010651,"Forchhammeria iltisii","Freestanding"
"Forchhammeria trifoliata-FORCTR",8399666,"Forchhammeria trifoliata","Freestanding"
"Forestiera",3172377,"Forestiera",""
"Forestiera cartaginensis-FORECA",3683498,"Forestiera cartaginensis","Freestanding"
"Forsteronia",8171331,"Forsteronia",""
"Forsteronia acouci-FORSAC-FORV",3618404,"Forsteronia acouci","Climbing"
"Forsteronia myriantha-FORSMY-FORM",3617628,"Forsteronia myriantha","Climbing"
"Forsteronia spicata-FORSSP-FORS",3617254,"Forsteronia spicata","Climbing"
"Frangula",3039453,"Frangula",""
"Frangula discolor-RHAMSH",3874617,"Frangula discolor","Freestanding"
"Frangula oreodendron-RHAMOR",8021284,"Frangula oreodendron","Freestanding"
"Frangula sphaerosperma-RHAMSP",3039467,"Frangula sphaerosperma","Freestanding"
"Frantzia",7317772,"Frantzia",""
"Freylinia",7332497,"Freylinia",""
"Freylinia lanceolata",7485013,"Freylinia lanceolata","Freestanding"
"Freziera",7313766,"Freziera",""
"Freziera calophylla-FREZCA",3591500,"Freziera calophylla","Freestanding"
"Freziera candicans-FREZC1",3591486,"Freziera candicans","Freestanding"
"Freziera forerorum-FREZFO",3591256,"Freziera forerorum","Freestanding"
"Fridericia",3233562,"Fridericia",""
"Fridericia candicans-ARRACA-ARR1",8032537,"Fridericia candicans","Climbing"
"Fridericia chica-ARRACH-ARR2",7669080,"Fridericia chica","Climbing"
"Fridericia conjugata-ARRAC1",7946466,"Fridericia conjugata","Climbing"
"Fridericia florida-ARRAFL-ARRF",7423177,"Fridericia florida","Climbing"
"Fridericia mollissima-ARRAMO",7888209,"Fridericia mollissima","Climbing"
"Fridericia oxycarpa-ARRAOX",8087811,"Fridericia oxycarpa","Climbing"
"Fridericia patellifera-ARRAPA-ARRP",8375350,"Fridericia patellifera","Climbing"
"Fridericia pubescens-ARRAPU",7509320,"Fridericia pubescens","Climbing"
"Fridericia schumanniana-ARRAVE-ARRV",7930324,"Fridericia schumanniana","Climbing"
"Fuchsia",5938221,"Fuchsia",""
"Fuchsia jimenezii-FUCHJI",6028871,"Fuchsia jimenezii","Freestanding"
"Fuchsia magellanica-FUCHMA",5938224,"Fuchsia magellanica","Freestanding"
"Fuchsia microphylla-FUCHMI",7322172,"Fuchsia microphylla","Freestanding"
"Fuchsia paniculata-FUCHPA",5938223,"Fuchsia paniculata","Freestanding"
"Funastrum",3170214,"Funastrum",""
"Funastrum bilobum-FUNABI",7598575,"Funastrum bilobum","Climbing"
"Funastrum clausum-FUNACL",3170223,"Funastrum clausum","Climbing"
"Funastrum glaucum-FUNAGL",3575438,"Funastrum glaucum","Climbing"
"Fusispermum",7296394,"Fusispermum",""
"Fusispermum laxiflorum-FUSILA",4075338,"Fusispermum laxiflorum","Freestanding"
"Fusispermum minutiflorum-FUSIMI",4075315,"Fusispermum minutiflorum","Freestanding"
"Galactia",2983979,"Galactia",""
"Galactia striata-GALAST",2984047,"Galactia striata","Climbing"
"Galipea",3190389,"Galipea",""
"Galipea panamensis-GALIPA",3834400,"Galipea panamensis","Freestanding"
"Galphimia",3191269,"Galphimia",""
"Galphimia gracilis-GALPGR",3191272,"Galphimia gracilis","Freestanding"
"Garcia",3071457,"Garcia",""
"Garcia nutans-GARCNU-GARN",3071459,"Garcia nutans","Freestanding"
"Garcinia",3189556,"Garcinia",""
"Garcinia intermedia-GAR2IN-RHEE",3714243,"Garcinia intermedia","Freestanding"
"Garcinia madruno-GAR2MA-RHEA",3713863,"Garcinia madruno","Freestanding"
"Garcinia magnifolia-GAR2M1",3713853,"Garcinia magnifolia","Freestanding"
"Garcinia mangostana-GAR2M2",3189571,"Garcinia mangostana","Freestanding"
"Garrya",3033006,"Garrya",""
"Garrya laurifolia-GARRLA",3033026,"Garrya laurifolia","Freestanding"
"Garryaceae",8805,"Garryaceae",""
"Gaultheria",2882751,"Gaultheria",""
"Gaultheria chiriquensis-GAULCH",4172329,"Gaultheria chiriquensis","Freestanding"
"Gaultheria erecta-GAULER",4171873,"Gaultheria erecta","Freestanding"
