taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit
Palicourea deflexa-PSYCDE-PYDE,7579870,Palicourea deflexa,Freestanding
Palicourea gracilenta-PSYCB2-PYB2,10232993,Palicourea gracilenta,Freestanding
Palicourea guianensis-PALIGU-PALG,2898772,Palicourea guianensis,Freestanding
Palicourea hoffmannseggiana-PSYCFU-PYFU,8095300,Palicourea hoffmannseggiana,Freestanding
Palicourea racemosa-PYRA,11086770,Palicourea racemosa,Freestanding
Palicourea tomentosa-PYPO,7866160,Palicourea tomentosa,Freestanding
Palicourea violacea-PSYCC1-PYC1,2921742,Palicourea violacea,Freestanding
Parathesis fusca-PAR2FU,3722763,Parathesis fusca,Freestanding
Parathesis microcalyx-PAR2MI-PARM,3722415,Parathesis microcalyx,Freestanding
Pavonia dasypetala-LOPIDA-PAVD,5619129,Pavonia dasypetala,Freestanding
Pentagonia macrophylla-PENTMA-PENM,5334728,Pentagonia macrophylla,Freestanding
Perebea angustifolia-PEREAN,3765858,Perebea angustifolia,Freestanding
Perebea xanthochyma-PEREXA-PERX,3765422,Perebea xanthochyma,Freestanding
Persea americana-PERSAM-PER1,3034046,Persea americana,Freestanding
Phyllanthus acuminatus-PHYLAC-PHYA,5381441,Phyllanthus acuminatus,Freestanding
Phytelephas macrocarpa-PHYTSE,2736300,Phytelephas macrocarpa,Freestanding
Picramnia latifolia-PICRLA-PICL,3708918,Picramnia latifolia,Freestanding
Picramnia-PICR1,8118842,Picramnia,Freestanding
Piparea dentata-CASECO-CASC,3878707,Piparea dentata,Freestanding
Piper aequale-PIPEAE-PPAE,3086344,Piper aequale,Freestanding
Piper arboreum-PIPEA1-PPA1,7304860,Piper arboreum,Freestanding
Piper auritum-PIPEAU-PPAU,3086352,Piper auritum,Freestanding
Piper cordulatum-PIPECO-PPCO,10911201,Piper trinervium,Freestanding
Piper culebranum,4188804,Piper culebranum,Freestanding
Piper dilatatum,3086349,Piper dilatatum,Freestanding
Piper grande-PIPEGR-PPGR,8107355,Piper grande,Freestanding
Piper hispidum-PIPEHI-PPHI,3086355,Piper hispidum,Freestanding
Piper lucigaudens-PIPELU,7305514,Piper lucigaudens,Freestanding
Piper marginatum-PIPEMA-PPMA,3086325,Piper marginatum,Freestanding
Piper peltatum-PIPEP1,3086365,Piper peltatum,Freestanding
Piper perlasense-PIPEPE-PPPE,4185113,Piper perlasense,Freestanding
Piper reticulatum-PIPERE-PPRE,3086330,Piper reticulatum,Freestanding
Piper subnudispicum,4186301,Piper subnudispicum,Freestanding
Piper villiramulum-PIPEVI,7305499,Piper villiramulum,Freestanding
Pithecellobium hymenaeifolium-PIT1HY-PITH,3796237,Pithecellobium hymenaeifolium,Freestanding
Pittoniotis trichantha-ANTITR-ANTT,2911216,Pittoniotis trichantha,Freestanding
Platypodium elegans-PLA2EL-PLAE,2977383,Platypodium elegans,Freestanding
Pleurothyrium-PLEUHE,10738820,Pleurothyrium,Freestanding
Plinia-PLIN1,3173680,Plinia,Freestanding
Pogonopus exsertus-POGOSP,5340236,Pogonopus exsertus,Freestanding
Polyscias guilfoylei-POL1GU,3035681,Polyscias guilfoylei,Freestanding
Pombalia prunifolia-HYBAPR-HYBP,8195188,Pombalia prunifolia,Freestanding
Posoqueria latifolia-POSOLA-POSL,2893899,Posoqueria latifolia,Freestanding
Poulsenia armata-POULAR-POUA,5570848,Poulsenia armata,Freestanding
Pourouma bicolor-POURBI-POUB,7316430,Pourouma bicolor,Freestanding
Pouteria fossicola-POUTFO-POUF,2884117,Pouteria fossicola,Freestanding
Pouteria reticulata-POUTRE-POUU,2884054,Pouteria reticulata,Freestanding
Pouteria stipitata-POUTST-POU2,2884149,Pouteria stipitata,Freestanding
Pouzolzia obliqua-POUZOB-POUO,4099683,Pouzolzia obliqua,Freestanding
Prioria copaifera-PRI2CO-PRIC,2947108,Prioria copaifera,Freestanding
Protium confusum-PROTSP-PRO1,3993929,Protium confusum,Freestanding
Protium costaricense-PROTCO-PROC,3993783,Protium costaricense,Freestanding
Protium glabrum-PROTGL-PROG,3993199,Protium glabrum,Freestanding
Protium panamense-PROTPA-PROP,3993834,Protium panamense,Freestanding
Protium stevensonii-TET2PA-TET2,7286863,Tetragastris panamensis,Freestanding
Protium tenuifolium-PROTTE-PROT,7286790,Protium tenuifolium,Freestanding
Pseudobombax septenatum-PSE1SE-PSE1,4073614,Pseudobombax septenatum,Freestanding
Pseudolmedia spuria-PSE2SP-PSE2,2984543,Pseudolmedia spuria,Freestanding
Pseudosamanea guachapele-ALBIGU-ALBG,2972923,Pseudosamanea guachapele,Freestanding
Psidium friedrichsthalianum-PSIDFR-PSIF,5420358,Psidium friedrichsthalianum,Freestanding
Psidium guajava-PSIDGU-PSIG,5420380,Psidium guajava,Freestanding
Psychotria biaristata-PSYCG1-PYG1,2921957,Psychotria biaristata,Freestanding
Psychotria carthagenensis-PSYCC3,2920891,Psychotria carthagenensis,Freestanding
Psychotria chagrensis-PSYCCH-PYCH,2920161,Psychotria chagrensis,Freestanding
Psychotria grandis-PSYCG3-PYG3,2922874,Psychotria grandis,Freestanding
Psychotria horizontalis-PSYCHO-PYHO,2920395,Psychotria horizontalis,Freestanding
Psychotria limonensis-PSYCLI-PYLI,2920461,Psychotria limonensis,Freestanding
Psychotria marginata-PSYCMA-PYMA,2910824,Psychotria marginata,Freestanding
Psychotria micrantha-PSYCMI-PYMI,2923258,Psychotria micrantha,Freestanding
Psychotria psychotriifolia-PSYCPS-PYPS,2922893,Psychotria psychotriifolia,Freestanding
Psychotria tenuifolia-PSYCG2-PYG2,2922399,Psychotria tenuifolia,Freestanding
Pterocarpus officinalis-PTEROF-PTEO,5349333,Pterocarpus officinalis,Freestanding
Pterocarpus rohrii-PTERRO-PTER,5349322,Pterocarpus rohrii,Freestanding
Quararibea asterolepis-QUARAS,4073498,Quararibea asterolepis,Freestanding
Quararibea pterocalyx-QUARPT-QUAP,4073797,Quararibea pterocalyx,Freestanding
Quararibea stenophylla-QUARA1-QUA1,4073669,Quararibea stenophylla,Freestanding
Quassia amara-QUASAM-QUA2,3190647,Quassia amara,Freestanding
Quiina macrophylla-QUIISC-QUIS,8288718,Quiina macrophylla,Freestanding
Randia armata-RANDAR-RANA,5339445,Randia armata,Freestanding
Randia grandifolia-RANDGR,5339421,Randia grandifolia,Freestanding
Randia lasiantha-RANDLA,5339466,Randia lasiantha,Freestanding
Rauvolfia littoralis-RAUVLI-RAUL,7874193,Rauvolfia littoralis,Freestanding
Rinorea silvatica-RINOSY-RIN2,4077284,Rinorea sylvatica,Freestanding
Rinorea squamata-RINOSQ-RIN1,4077443,Rinorea squamata,Freestanding
Rinorea-RINO4,7296208,Rinorea,Freestanding
Robrichia schomburgkii-ENTESC-ENTS,2961163,Enterolobium schomburgkii,Freestanding
Ronabea latifolia-PSYCER-PYER,2902114,Ronabea latifolia,Freestanding
Rosenbergiodendron formosum-RANDFO-RANF,2904221,Rosenbergiodendron formosum,Freestanding
Roupala montana-ROUPMO-ROUM,7831077,Roupala montana,Freestanding
Sapium glandulosum-SAPIAU-SAPG,5379918,Sapium glandulosum,Freestanding
Sapium pachystachys-SAPIPA,5379831,Sapium pachystachys,Freestanding
Sapium-SAPISP-SAPS,5379830,Sapium,Freestanding
Sarcomphalus strychnifolius-ZIZIST,8759836,Sarcomphalus strychnifolius,Freestanding
Saurauia yasicae-SAURLA-SAUY,7270715,Saurauia yasicae,Freestanding
Schizolobium parahyba-SCHIPA-SCHP,2945453,Schizolobium parahyba,Freestanding
Senegalia polyphylla-SEN1PO,2980360,Senegalia polyphylla,Freestanding
Senegalia riparia-ACACRI-ACAR,2978843,Senegalia riparia,Freestanding
Senna bacillaris-SENNBA,2957751,Senna bacillaris,Freestanding
Senna dariensis-SENNDA-SEND,2956921,Senna dariensis,Freestanding
Senna reticulata-SENNRE-SENR,2957303,Senna reticulata,Freestanding
Simarouba amara-SIMAAM-SIMA,7720664,Simarouba amara,Freestanding
Siparuna cristata-SIPACR-SIPG,7264504,Siparuna cristata,Freestanding
Siparuna guianensis-SIPAGU,7264535,Siparuna guianensis,Freestanding
Siparuna pauciflora-SIPAPA-SIPP,3782356,Siparuna pauciflora,Freestanding
Sloanea terniflora-SLOATE-SLOT,5651141,Sloanea terniflora,Freestanding
Sloanea zuliaensis-SLOAZU-SLOZ,5651096,Sloanea zuliaensis,Freestanding
Socratea exorrhiza-SOCREX-SOCE,2732453,Socratea exorrhiza,Freestanding
Solanum arboreum-SOLAAR-SOL2,2931033,Solanum arboreum,Freestanding
Solanum asperum-SOLAAS-SOL4,2930051,Solanum asperum,Freestanding
Solanum hayesii-SOLAHA-SOLH,2932218,Solanum hayesii,Freestanding
Solanum jamaicense,2931492,Solanum jamaicense,Freestanding
Solanum lepidotum-SOLAST-SOL3,2931223,Solanum lepidotum,Freestanding
Solanum rudepannum-SOLARU-SOLO,3802204,Solanum rude-pannum,Freestanding
Solanum rugosum-SOLAR1,2929481,Solanum rugosum,Freestanding
Solanum splendens-CYPHHA-CYPH,9478958,Solanum splendens,Freestanding
Solanum subinerme-SOLASU-SOLS,2932599,Solanum subinerme,Freestanding
Solanum umbellatum-SOLAUM,2929008,Solanum umbellatum,Freestanding
Solanum-SOLANU,2928997,Solanum,Freestanding
Sorocea affinis-SOROAF-SORA,3763103,Sorocea affinis,Freestanding
Sorocea ruminata-SORORU,3762645,Sorocea ruminata,Freestanding
Spachea membranacea-SPACME-SPAM,3984541,Spachea membranacea,Freestanding
Spathodea campanulata-SPATCA,3172574,Spathodea campanulata,Freestanding
Spondias dulcis-SPONCY,3190595,Spondias dulcis,Freestanding
Spondias mombin-SPONMO-SPOM,3190593,Spondias mombin,Freestanding
Spondias purpurea-SPONPU-SPOP,3190598,Spondias purpurea,Freestanding
Spondias radlkoferi-SPONRA-SPOR,3660942,Spondias radlkoferi,Freestanding
Sterculia apetala-STERAP-STEA,5406679,Sterculia apetala,Freestanding
Stylogyne turbacensis-STYLST-STYS,7331069,Stylogyne turbacensis,Freestanding
Swartzia simplex var. continentalis-SWARS2-SWA2,5352047,Swartzia simplex,Freestanding
Swartzia simplex var. grandiflora-SWARS1-SWA1,5352047,Swartzia simplex,Freestanding
Swartzia-SWARSU,2950920,Swartzia,Freestanding
Swietenia macrophylla-SWIEMA,3190484,Swietenia macrophylla,Freestanding
Symphonia globulifera-SYMPGL-SYMG,8185162,Symphonia globulifera,Freestanding
Synechanthus warscewiczianus-SYNEWA-SYNW,2736134,Synechanthus warscewiczianus,Freestanding
Syzygium jambos-SYZYJA,3183534,Syzygium jambos,Freestanding
Syzygium malaccense-SYZYMA-SYZM,3184509,Syzygium malaccense,Freestanding
Tabebuia rosea-TAB1RO-TABR,3172537,Tabebuia rosea,Freestanding
Tabernaemontana amygdalifolia-TAB2AM,3169631,Tabernaemontana amygdalifolia,Freestanding
Tabernaemontana arborea-TAB2AR-TABA,3618940,Tabernaemontana arborea,Freestanding
Tabernaemontana divaricata-TAB2DI,3169625,Tabernaemontana divaricata,Freestanding
Tachigali panamensis-TACHVE-TACV,7478385,Tachigali panamensis,Freestanding
Talisia croatii-TALIPR-TALP,3788402,Talisia croatii,Freestanding
Talisia nervosa-TALINE-TALN,3788079,Talisia nervosa,Freestanding
Tamarindus indica-TAMAIN,2975768,Tamarindus indica,Freestanding
Terminalia amazonia-TERMAM-TERA,8153963,Terminalia amazonica,Freestanding
Terminalia oblonga-TERMOB-TERO,3189396,Terminalia oblonga,Freestanding
Ternstroemia tepezapote-TERNTE-TERT,3590257,Ternstroemia tepezapote,Freestanding
Tetrathylacium johansenii-TET4JO-TETJ,7796300,Tetrathylacium johansenii,Freestanding
Theobroma cacao-THEOCA-THEC,3152205,Theobroma cacao,Freestanding
Thevetia ahouai-THEVAH-THEA,5536401,Thevetia ahouai,Freestanding
Tocoyena pittieri-TOCOPI-TOCP,2898256,Tocoyena pittieri,Freestanding
Tovomita longifolia-TOVOLO-TOVL,3711314,Tovomita longifolia,Freestanding
Tovomita stylosa-TOVOST-TOVS,3710887,Tovomita stylosa,Freestanding
Trattinnickia aspera-TRATAS-TRAA,3992709,Trattinnickia aspera,Freestanding
Trema domingense-TREMIN,4160257,Trema domingense,Freestanding
Trema micranthum-TREMMI-TREM,2984501,Trema micranthum,Freestanding
Trichanthera gigantea-TRI1GI-TRIG,8138695,Trichanthera gigantea,Freestanding
Trichilia hirta-TRI2HI-TRIH,3190494,Trichilia hirta,Freestanding
Trichilia pallida-TRI2PA-TRI1,3190491,Trichilia pallida,Freestanding
Trichilia pleeana-TRI2PL-TRI2,3852019,Trichilia pleeana,Freestanding
Trichilia tuberculata-TRI2TU-TRI3,3850448,Trichilia tuberculata,Freestanding
Trichospermum mexicanum-TRI4GA-TRI6,4261486,Trichospermum mexicanum,Freestanding
Triplaris cumingiana-TRIPCU-TRIC,4038399,Triplaris cumingiana,Freestanding
Triumfetta lappula-TRIULA,3152066,Triumfetta lappula,Freestanding
Trophis caucana-OLMEAS-OLMA,7954917,Olmedia aspera,Freestanding
Trophis racemosa-TROPRA-TROR,2984648,Trophis racemosa,Freestanding
Turnera panamensis-TURNPA-TURP,4161192,Turnera panamensis,Freestanding
Turpinia occidentalis-TURPOC-TURO,5421358,Turpinia occidentalis,Freestanding
Unonopsis pittieri-UNONPI-UNOP,3157769,Unonopsis pittieri,Freestanding
Urera baccifera-URERBA-UREB,7411905,Urera baccifera,Freestanding
Urera simplex-UREREG-UREE,4098366,Urera simplex,Freestanding
Vachellia farnesiana-ACACFA,2979265,Vachellia farnesiana,Freestanding
Vachellia melanoceras-ACACME-ACA1,3795438,Vachellia melanoceras,Freestanding
Vantanea depleta-VANTDE-VAND,3649031,Vantanea depleta,Freestanding
Varronia spinescens-VARRSP-CORS,4059050,Varronia spinescens,Freestanding
Vasconcellea cauliflora-CARICA-CARC,3838758,Vasconcellea cauliflora,Freestanding
Vatairea erythrocarpa-VATAER-VATE,2965130,Vatairea erythrocarpa,Freestanding
Verbesina gigantea-VERBGI-VERG,3147859,Verbesina gigantea,Freestanding
Vernonanthura patens-VERNPA-VERP,3124739,Vernonanthura patens,Freestanding
Virola fosteri-VIROSP-VIR3,10895411,Virola fosteri,Freestanding
Virola sebifera-VIROSE-VIR1,3152846,Virola sebifera,Freestanding
Virola surinamensis-VIROSU-VIR2,3152848,Virola surinamensis,Freestanding
Vismia baccifera-VISMBA-VIS1,8113584,Vismia baccifera,Freestanding
Vismia billbergiana-VISMBI-VIS2,3714594,Vismia billbergiana,Freestanding
Vismia jefensis-VISMJE,3713997,Vismia jefensis,Freestanding
Vismia latisepala-VISMLA,3713902,Vismia latisepala,Freestanding
Vismia macrophylla-VISMMA-VISM,7798391,Vismia macrophylla,Freestanding
Vitex cooperi-VITECO-VITC,3881425,Vitex cooperi,Freestanding
Vochysia ferruginea-VOCHFE-VOCF,7378543,Vochysia ferruginea,Freestanding
Waltheria glomerata-WALTGL,7439875,Waltheria glomerata,Freestanding
Warszewiczia coccinea-WARSCO-WARC,5340116,Warszewiczia coccinea,Freestanding
Witheringia solanacea-WITHSO,8625966,Witheringia solanacea,Freestanding
Xylopia frutescens-XYL1FR-XYLF,3157107,Xylopia frutescens,Freestanding
Xylopia macrantha-XYL1MA-XYLM,3157070,Xylopia macrantha,Freestanding
Xylosma chlorantha-XYL2CH-XYLC,3880242,Xylosma chlorantha,Freestanding
Xylosma oligandra-XYL2OL-XYLO,3879525,Xylosma oligandra,Freestanding
Zanthoxylum acuminatum-ZANTPR-ZAN2,3833649,Zanthoxylum acuminatum,Freestanding
Zanthoxylum ekmanii-ZANTBE-ZANB,3831433,Zanthoxylum ekmanii,Freestanding
Zanthoxylum panamense-ZANTP1-ZAN1,3835690,Zanthoxylum panamense,Freestanding
Zanthoxylum riedelianum-ZANTRI,3834649,Zanthoxylum riedelianum,Freestanding
Zanthoxylum setulosum-ZANTSE-ZANS,3834280,Zanthoxylum setulosum,Freestanding
Zygia dinizii-PIT1DI-PITD,5580495,Zygia dinizii,Freestanding
Abrus,2943776,Abrus,
Abuta,7268654,Abuta,
Acacia,2978223,Acacia,
Acaciella,6627713,Acaciella,
Acalypha,3055964,Acalypha,
Acanthaceae,2393,Acanthaceae,
Acanthocladus,7293501,Acanthocladus,
Achariaceae,3231308,Achariaceae,
Acrocomia,2739147,Acrocomia,
Actinidiaceae,2385,Actinidiaceae,
Actinostemon,8265757,Actinostemon,
Adelia,3072378,Adelia,
Adelobotrys,3860441,Adelobotrys,
Adelphia,3231255,Adelphia,
Adenanthera,2951839,Adenanthera,
Adenaria,7286104,Adenaria,
Adenocalymma,10767005,Adenocalymma,
Adenophaedra,3061263,Adenophaedra,
Adonidia,2738433,Adonidia,
Aegiphila,9156446,Aegiphila,
Agonandra,8219051,Agonandra,
Agouticarpa,2898476,Agouticarpa,
Aiouea,3034063,Aiouea,
Aiphanes,2738638,Aiphanes,
Albizia,2972897,Albizia,
Alchornea,3055345,Alchornea,
Alchorneopsis,7410955,Alchorneopsis,
Alfaroa,7310533,Alfaroa,
Alibertia,2896652,Alibertia,
Allamanda,3169834,Allamanda,
Allomarkgrafia,7316765,Allomarkgrafia,
Allophylus,3189992,Allophylus,
Alnus,2876099,Alnus,
Alseis,2894134,Alseis,
Alstonia,8412045,Alstonia,
Alzatea,3188751,Alzatea,
Alzateaceae,5909,Alzateaceae,
Amaioua,2901120,Amaioua,
Amanoa,3080039,Amanoa,
Ampelocera,7303603,Ampelocera,
Ampelocissus,7293766,Ampelocissus,
Amphilophium,3172588,Amphilophium,
Amphirrhox,7296364,Amphirrhox,
Amphitecna,3172582,Amphitecna,
Amyris,3190177,Amyris,
Anacardiaceae,2398,Anacardiaceae,
Anacardium,5421367,Anacardium,
Anaxagorea,8275519,Anaxagorea,
Ancistrotropis,8264243,Ancistrotropis,
Andesanthus,10783250,Andesanthus,
Andira,7858091,Andira,
Anechites,3169616,Anechites,
Anemopaegma,3172463,Anemopaegma,
Angostura,7911749,Angostura,
Aniba,3034086,Aniba,
Aniseia,2928409,Aniseia,
Annona,3155252,Annona,
Annonaceae,9291,Annonaceae,
Anomospermum,3234330,Anomospermum,
Anthodiscus,3231310,Anthodiscus,
Anthodon,3231386,Anthodon,
Anthopterus,7328432,Anthopterus,
Aparisthmium,3072467,Aparisthmium,
Apeiba,3152049,Apeiba,
Aphelandra,3173228,Aphelandra,
Apocynaceae,6701,Apocynaceae,
Appunia,7271094,Appunia,
Aquifoliaceae,6716,Aquifoliaceae,
Araceae,6979,Araceae,
Arachnothryx,2917940,Arachnothryx,
Aralia,3036858,Aralia,
Araliaceae,8800,Araliaceae,
Araucaria,2684910,Araucaria,
Araucariaceae,3924,Araucariaceae,
Arawakia,10036167,Arawakia,
Ardisia,3169458,Ardisia,
Arecaceae,7681,Arecaceae,
Argyreia,2928690,Argyreia,
Aristolochia,2873978,Aristolochia,
Aristolochiaceae,3066,Aristolochiaceae,
Artocarpus,2984563,Artocarpus,
Aspidosperma,7316607,Aspidosperma,
Asteraceae,3065,Asteraceae,
Asterogyne,2732597,Asterogyne,
Astrocaryum,2738048,Astrocaryum,
Astronium,7321564,Astronium,
Ateleia,7832695,Ateleia,
Attalea,2732664,Attalea,
Averrhoa,9407103,Averrhoa,
Avicennia,2925398,Avicennia,
Axinaea,3231522,Axinaea,
Ayenia,3152178,Ayenia,
Azadirachta,3190473,Azadirachta,
Bactris,2732906,Bactris,
Balizia,9596304,Balizia,
Banara,2874154,Banara,
Banisteriopsis,7618041,Banisteriopsis,
Barnebydendron,7278343,Barnebydendron,
Batocarpus,6358620,Batocarpus,
Bauhinia,2952935,Bauhinia,
Beilschmiedia,3034072,Beilschmiedia,
Bejaria,2882719,Bejaria,
Bellucia,3866386,Bellucia,
Bernoullia,6598522,Bernoullia,
Bertiera,8303739,Bertiera,
Besleria,6365035,Besleria,
Betulaceae,4688,Betulaceae,
Bia,8259860,Bia,
Bidens,3105856,Bidens,
Bignonia,3172515,Bignonia,
Bignoniaceae,6655,Bignoniaceae,
Billia,7323128,Billia,
Bixa,2874862,Bixa,
Bixaceae,6637,Bixaceae,
Blakea,3231475,Blakea,
Blepharodon,7312650,Blepharodon,
Blighia,3189954,Blighia,
Bocconia,2888373,Bocconia,
Boehmeria,2984344,Boehmeria,
Bonamia,9766793,Bonamia,
Bonellia,8100196,Bonellia,
Boraginaceae,2498,Boraginaceae,
Bourreria,2926097,Bourreria,
Brachistus,7299796,Brachistus,
Bravaisia,7264177,Bravaisia,
Bribria,10977818,Bribria,
Bronwenia,7285159,Bronwenia,
Brosimum,2984656,Brosimum,
Brownea,2970433,Brownea,
Browneopsis,2944236,Browneopsis,
Bruceholstia,11609897,Bruceholstia,
Brugmansia,2928883,Brugmansia,
Brunellia,2986074,Brunellia,
Brunelliaceae,6670,Brunelliaceae,
Brunfelsia,2932910,Brunfelsia,
Buddleja,3173330,Buddleja,
Bunchosia,7404976,Bunchosia,
Bursera,3190446,Bursera,
Burseraceae,6659,Burseraceae,
Buxaceae,6703,Buxaceae,
Buxus,2984666,Buxus,
Byrsonima,3191347,Byrsonima,
Byttneria,7445609,Byttneria,
Cactaceae,2519,Cactaceae,
Caesalpinia,2958443,Caesalpinia,
Cajanus,2960263,Cajanus,
Calatola,7314407,Calatola,
Calliandra,2981784,Calliandra,
Callianthe,8207961,Callianthe,
Callicarpa,2925549,Callicarpa,
Callichlamys,3233574,Callichlamys,
Calophyllaceae,4907584,Calophyllaceae,
Calophyllum,3189443,Calophyllum,
Calopogonium,2959416,Calopogonium,
Calycolpus,3177606,Calycolpus,
Calycophyllum,2903995,Calycophyllum,
Calyptrion,7720745,Calyptrion,
Calyptrogyne,2732316,Calyptrogyne,
Camonea,9637520,Camonea,
Campanulaceae,8801,Campanulaceae,
Campnosperma,7160813,Campnosperma,
Cananga,5407582,Cananga,
Canarium,3190431,Canarium,
Canavalia,8285917,Canavalia,
Cannabaceae,2384,Cannabaceae,
Caphexandra,8346879,Caphexandra,
Capparaceae,3111,Capparaceae,
Capparidastrum,6370671,Capparidastrum,
Carapa,3190512,Carapa,
Cardiopteridaceae,3233863,Cardiopteridaceae,
Carica,2874482,Carica,
Caricaceae,6636,Caricaceae,
Cariniana,3083017,Cariniana,
Carissa,3169761,Carissa,
Carolus,3231247,Carolus,
Carpotroche,7274050,Carpotroche,
Caryocar,3189661,Caryocar,
Caryocaraceae,6647,Caryocaraceae,
Caryodaphnopsis,7304487,Caryodaphnopsis,
Caryodendron,3055896,Caryodendron,
Caryota,2738880,Caryota,
Cascabela,7950372,Cascabela,
Casearia,2874105,Casearia,
Cassia,2963414,Cassia,
Castilla,2984557,Castilla,
Cavanillesia,7296146,Cavanillesia,
Cavendishia,3234119,Cavendishia,
Cayaponia,2874613,Cayaponia,
Cecropia,2984472,Cecropia,
Cedrela,3190510,Cedrela,
Ceiba,3152218,Ceiba,
Celastraceae,6715,Celastraceae,
Celtis,2984479,Celtis,
Cenostigma,2947114,Cenostigma,
Centrolobium,2945568,Centrolobium,
Centropogon,7815589,Centropogon,
Centrosema,2964887,Centrosema,
Cespedesia,7326758,Cespedesia,
Cestrum,2928784,Cestrum,
Chamaedorea,2734376,Chamaedorea,
Chamguava,3186024,Chamguava,
Cheiloclinium,7265392,Cheiloclinium,
Chimarrhis,2918950,Chimarrhis,
Chiococca,2907380,Chiococca,
Chionanthus,7906922,Chionanthus,
Chione,2908033,Chione,
Chloranthaceae,6679,Chloranthaceae,
Chloroleucon,2943030,Chloroleucon,
Chloropetalum,10252941,Chloropetalum,
Chomelia,2903121,Chomelia,
Chondrodendron,3033957,Chondrodendron,
Christianella,3231253,Christianella,
Chromolucuma,2883684,Chromolucuma,
Chrysobalanaceae,9111,Chrysobalanaceae,
Chrysobalanus,8241761,Chrysobalanus,
Chrysochlamys,3231115,Chrysochlamys,
Chrysophyllum,2885576,Chrysophyllum,
Cinnamomum,3033980,Cinnamomum,
Cionosicys,7317956,Cionosicys,
Cissampelos,3033936,Cissampelos,
Cissus,3039160,Cissus,
Citharexylum,7853269,Citharexylum,
Citronella,7314391,Citronella,
Citrullus,8257011,Citrullus,
Citrus,3190155,Citrus,
Clappertonia,3152037,Clappertonia,
Clarisia,3234568,Clarisia,
Clavija,7313189,Clavija,
Cleidion,3073726,Cleidion,
Clematis,3033512,Clematis,
Cleomaceae,3845332,Cleomaceae,
Cleome,3041500,Cleome,
Clethra,2888321,Clethra,
Clethraceae,6707,Clethraceae,
Cleyera,3189626,Cleyera,
Clitoria,2946499,Clitoria,
Clusia,3189424,Clusia,
Clusiaceae,6646,Clusiaceae,
Cnestidium,3686857,Cnestidium,
Cnestis,7326563,Cnestis,
Cnidoscolus,3073435,Cnidoscolus,
Coccoloba,2888822,Coccoloba,
Cochliasanthus,3975532,Cochliasanthus,
Cochlospermaceae,3702383,Cochlospermaceae,
Cochlospermum,2874864,Cochlospermum,
Cocos,2735116,Cocos,
Codiaeum,3071464,Codiaeum,
Coffea,2895315,Coffea,
Cojoba,2981327,Cojoba,
Colpothrinax,10715803,Colpothrinax,
Colubrina,3039524,Colubrina,
Comarostaphylis,2882662,Comarostaphylis,
Combretaceae,2431,Combretaceae,
Combretum,2986357,Combretum,
Compsoneura,3231414,Compsoneura,
Conceveiba,3074933,Conceveiba,
Conchocarpus,7268964,Conchocarpus,
Condaminea,2908490,Condaminea,
Connaraceae,6669,Connaraceae,
Connarus,3032531,Connarus,
Conocarpus,3189384,Conocarpus,
Convolvulaceae,2389,Convolvulaceae,
Copaifera,2978115,Copaifera,
Cordiaceae,4930453,Cordiaceae,
Cordiera,2903362,Cordiera,
Cornaceae,6713,Cornaceae,
Cornus,3082226,Cornus,
Cornutia,2925661,Cornutia,
Corymbia,3180424,Corymbia,
Corypha,2733599,Corypha,
Cosmibuena,2892977,Cosmibuena,
Couepia,2984768,Couepia,
Coulaceae,4928321,Coulaceae,
Couma,7316606,Couma,
Couratari,3083098,Couratari,
Couroupita,3082553,Couroupita,
Coussarea,2904739,Coussarea,
Coutarea,2893702,Coutarea,
Crateva,3054261,Crateva,
Cremastosperma,3154020,Cremastosperma,
Crescentia,3172552,Crescentia,
Critonia,3088655,Critonia,
Crossopetalum,3169149,Crossopetalum,
Croton,3057454,Croton,
Crudia,2974579,Crudia,
Cryosophila,2731923,Cryosophila,
Cryptocarya,3011993,Cryptocarya,
Cryptostegia,3170470,Cryptostegia,
Cuatresia,7299697,Cuatresia,
Cucumis,2874568,Cucumis,
Cucurbita,2874506,Cucurbita,
Cucurbitaceae,6634,Cucurbitaceae,
Cuervea,7265630,Cuervea,
Cunoniaceae,2405,Cunoniaceae,
Cupania,3189959,Cupania,
Curarea,7268729,Curarea,
Curatella,7304062,Curatella,
Cuscuta,2927479,Cuscuta,
Cuspidaria,3233545,Cuspidaria,
Cyathea,2650273,Cyathea,
Cyatheaceae,6624,Cyatheaceae,
Cybianthus,3169407,Cybianthus,
Cyclanthera,2874528,Cyclanthera,
Cymbopetalum,3157828,Cymbopetalum,
Cymbosema,7580269,Cymbosema,
Cynanchum,3170354,Cynanchum,
Cynometra,2966806,Cynometra,
Cynophalla,6370797,Cynophalla,
Cyrilla,2883102,Cyrilla,
Cyrillaceae,6706,Cyrillaceae,
Cyrtostachys,2735417,Cyrtostachys,
Dahlstedtia,2960229,Dahlstedtia,
Dalbergia,2968358,Dalbergia,
Dalechampia,3055556,Dalechampia,
Damburneya,7304488,Damburneya,
Daphnopsis,3188467,Daphnopsis,
Davilla,3234608,Davilla,
Delonix,2956165,Delonix,
Dendrobangia,7314371,Dendrobangia,
Dendropanax,3034954,Dendropanax,
Deppea,2904961,Deppea,
Desmoncus,2738753,Desmoncus,
Desmopsis,3158103,Desmopsis,
Dialium,2970932,Dialium,
Dichapetalaceae,3231311,Dichapetalaceae,
