"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","habit"
"Crateva tapia-CRATTA",3054262,"Crateva tapia","Freestanding"
"Cremastosperma",3154020,"Cremastosperma",""
"Crescentia",3172552,"Crescentia",""
"Critonia",3088655,"Critonia",""
"Critonia billbergiana-CRITBI",5385754,"Critonia billbergiana","Climbing"
"Crossopetalum",3169149,"Crossopetalum",""
"Croton",3057454,"Croton",""
"Croton billbergianus-CROTBI-CROB",3059312,"Croton billbergianus","Freestanding"
"Crudia",2974579,"Crudia",""
"Cryosophila",2731923,"Cryosophila",""
"Cryosophila warscewiczii-CRYOWA-CRYW",2731949,"Cryosophila warscewiczii","Freestanding"
"Cryptocarya",3011993,"Cryptocarya",""
"Cryptostegia",3170470,"Cryptostegia",""
"Cuatresia",7299697,"Cuatresia",""
"Cucumis",2874568,"Cucumis",""
"Cucumis melo-CUC1ME",2874570,"Cucumis melo","Climbing"
"Cucurbita",2874506,"Cucurbita",""
"Cucurbitaceae",6634,"Cucurbitaceae",""
"Cuervea",7265630,"Cuervea",""
"Cuervea kappleriana-CUERKA-CUEK",3792999,"Cuervea kappleriana","Climbing"
"Cunoniaceae",2405,"Cunoniaceae",""
"Cupania",3189959,"Cupania",""
"Cupania americana",3189961,"Cupania americana","Freestanding"
"Cupania cinerea-CUPACI-CUPC",3785984,"Cupania cinerea","Freestanding"
"Cupania latifolia-CUPALA-CUPL",3785309,"Cupania latifolia","Freestanding"
"Cupania rufescens-CUPARU-CUPR",3784726,"Cupania rufescens","Freestanding"
"Cupania seemannii-CUPASY-CUPS",7264754,"Cupania seemannii","Freestanding"
"Curarea",7268729,"Curarea",""
"Curatella",7304062,"Curatella",""
"Cuscuta",2927479,"Cuscuta",""
"Cuspidaria",3233545,"Cuspidaria",""
"Cyathea",2650273,"Cyathea",""
"Cyathea petiolata-CNEMPE-CNEP",3598477,"Cyathea petiolata","Freestanding"
"Cyatheaceae",6624,"Cyatheaceae",""
"Cybianthus",3169407,"Cybianthus",""
"Cyclanthera",2874528,"Cyclanthera",""
"Cymbopetalum",3157828,"Cymbopetalum",""
"Cymbosema",7580269,"Cymbosema",""
"Cymbosema roseum-CYMBRO-CYMR",2944792,"Cymbosema roseum","Climbing"
"Cynanchum",3170354,"Cynanchum",""
"Cynanchum peraffine-CYNACU-CYNC",3170388,"Cynanchum peraffine","Climbing"
"Cynometra",2966806,"Cynometra",""
"Cynometra bauhiniifolia-CYNOBA-CYNB",2966847,"Cynometra bauhiniifolia","Freestanding"
"Cynophalla",6370797,"Cynophalla",""
"Cyrilla",2883102,"Cyrilla",""
"Cyrillaceae",6706,"Cyrillaceae",""
"Cyrtostachys",2735417,"Cyrtostachys",""
"Dahlstedtia",2960229,"Dahlstedtia",""
"Dalbergia",2968358,"Dalbergia",""
"Dalbergia ecastaphyllum-DALBEC",2968593,"Dalbergia ecastaphyllum","Freestanding"
"Dalbergia monetaria-DALBMO-DALM",8743558,"Dalbergia ovalis","Freestanding"
"Dalbergia retusa-DALBRE-DALR",2968539,"Dalbergia retusa","Freestanding"
"Dalechampia",3055556,"Dalechampia",""
"Dalechampia cissifolia-DALECI-DALC",3055812,"Dalechampia cissifolia","Climbing"
"Dalechampia dioscoreifolia-DALEDI-DALD",3055843,"Dalechampia dioscoreifolia","Climbing"
"Dalechampia tiliifolia-DALETI",3055740,"Dalechampia tiliifolia","Climbing"
"Damburneya",7304488,"Damburneya",""
"Damburneya martinicensis-NECTMA",9508023,"Damburneya martinicensis","Freestanding"
"Damburneya purpurea-NECTPU-NECP",9503920,"Damburneya purpurea","Freestanding"
"Damburneya umbrosa-NECTUM-NECU",9607650,"Damburneya umbrosa","Freestanding"
"Daphnopsis",3188467,"Daphnopsis",""
"Davilla",3234608,"Davilla",""
"Davilla kunthii-DAVIKU",5681074,"Davilla kunthii","Climbing"
"Davilla nitida-DAVINI-DAVN",5680944,"Davilla nitida","Climbing"
"Delonix",2956165,"Delonix",""
"Dendrobangia",7314371,"Dendrobangia",""
"Dendropanax",3034954,"Dendropanax",""
"Dendropanax arboreus-DENDAR-DENA",3035093,"Dendropanax arboreus","Freestanding"
"Deppea",2904961,"Deppea",""
"Desmoncus",2738753,"Desmoncus",""
"Desmoncus myriacanthos-DES1OR-DESI",2738781,"Desmoncus myriacanthos","Climbing"
"Desmopsis",3158103,"Desmopsis",""
"Desmopsis panamensis-DES2PA-DESP",3158129,"Desmopsis panamensis","Freestanding"
"Dialium",2970932,"Dialium",""
"Dialium guianense-DIALGU-DIAG",2971008,"Dialium guianense","Freestanding"
"Dichapetalaceae",3231311,"Dichapetalaceae",""
"Dichapetalum",7309866,"Dichapetalum",""
"Dicraspidia",3152033,"Dicraspidia",""
"Dictyocaryum",2731987,"Dictyocaryum",""
"Didonica",7328716,"Didonica",""
"Didymopanax",6419087,"Didymopanax",""
"Didymopanax morototoni-SCH2MO-SCHM",3038523,"Didymopanax morototoni","Freestanding"
"Dilkea",7313332,"Dilkea",""
"Dillenia",3083492,"Dillenia",""
"Dilleniaceae",2511,"Dilleniaceae",""
"Dilodendron",7265074,"Dilodendron",""
"Dioclea",2974376,"Dioclea",""
"Dioclea guianensis-DIOCGU-DIOG",5359611,"Dioclea guianensis","Climbing"
"Dioscorea",2754367,"Dioscorea",""
"Dioscorea alata-DIO1AL-DIO1",2754476,"Dioscorea alata","Climbing"
"Dioscorea haenkeana-DIO1HA-DIOH",2754761,"Dioscorea haenkeana","Climbing"
"Dioscorea hondurensis-DIO1HO",2755391,"Dioscorea hondurensis","Climbing"
"Dioscorea mexicana-DIO1ME",2754517,"Dioscorea mexicana","Climbing"
"Dioscorea polygonoides-DIO1PO-DIOP",2754948,"Dioscorea polygonoides","Climbing"
"Dioscorea trifida-DIO1TR",2755239,"Dioscorea trifida","Climbing"
"Dioscorea urophylla-DIO1UR-DIOU",2755057,"Dioscorea urophylla","Climbing"
"Dioscoreaceae",7694,"Dioscoreaceae",""
"Diospyros",3030169,"Diospyros",""
"Diospyros artanthifolia-DIO2AR-DIO2",7848675,"Diospyros artanthifolia","Freestanding"
"Dipentodontaceae",4160293,"Dipentodontaceae",""
"Diphysa",2965025,"Diphysa",""
"Diplopterys",7284911,"Diplopterys",""
"Diplotropis",2960676,"Diplotropis",""
"Dipteryx",2947121,"Dipteryx",""
"Dipteryx oleifera-DIPTPA-DIPP",2947126,"Dipteryx oleifera","Freestanding"
"Disciphania",7268753,"Disciphania",""
"Disciphania ernstii-DES1ER",7268790,"Disciphania ernstii","Climbing"
"Discophora",3234385,"Discophora",""
"Disterigma",7718378,"Disterigma",""
"Distimake",7324349,"Distimake",""
"Ditrichanthus",9443652,"Ditrichanthus",""
"Dodonaea",3190017,"Dodonaea",""
"Dolichandra",6401165,"Dolichandra",""
"Dolichandra unguis-cati-MACFUN-MACU",5830619,"Dolichandra unguis-cati","Climbing"
"Doliocarpus",3083497,"Doliocarpus",""
"Doliocarpus dentatus-DOLIDE-DOLD",7303933,"Doliocarpus dentatus","Climbing"
"Doliocarpus major-DOLIMA-DOL1",3083498,"Doliocarpus major","Climbing"
"Doliocarpus multiflorus-DOLIMU-DOL2",4163413,"Doliocarpus multiflorus","Climbing"
"Doliocarpus olivaceus-DOLIOL-DOLO",7694190,"Doliocarpus olivaceus","Climbing"
"Drimys",3153974,"Drimys",""
"Drymonia",3233484,"Drymonia",""
"Drymonia serrulata-DRYMSE-DRSE",5590493,"Drymonia serrulata","Climbing"
"Drypetes standleyi-DRYPST-DRYS",3075619,"Drypetes standleyi","Freestanding"
"Drypetes-DRYP2",3075615,"Drypetes","Freestanding"
"Duguetia",3157467,"Duguetia",""
"Dussia",2968226,"Dussia",""
"Dypsis",2735778,"Dypsis",""
"Dystovomita",7329965,"Dystovomita",""
"Ebenaceae",6709,"Ebenaceae",""
"Ecclinusa",2887353,"Ecclinusa",""
"Echites",3169766,"Echites",""
"Ehretia",2911338,"Ehretia",""
"Ehretiaceae",4923856,"Ehretiaceae",""
"Elachyptera",3231377,"Elachyptera",""
"Elaeagia",2918905,"Elaeagia",""
"Elaeis",2731881,"Elaeis",""
"Elaeis oleifera-ELAEOL-ELAO",8791596,"Elaeis oleifera","Freestanding"
"Elaeocarpaceae",2435,"Elaeocarpaceae",""
"Elaeodendron",7102792,"Elaeodendron",""
"Elaeoluma",2886342,"Elaeoluma",""
"Elvasia",7326782,"Elvasia",""
"Endlicheria",7304104,"Endlicheria",""
"Entada",2976182,"Entada",""
"Entada gigas-ENTAGI-ENTM",2976183,"Entada gigas","Climbing"
"Entada polystachya-ENTAPO-ADEP",2976206,"Entada polystachya","Climbing"
"Enterolobium",2961142,"Enterolobium",""
"Enterolobium cyclocarpum-ENTECY-ENTC",2961150,"Enterolobium cyclocarpum","Freestanding"
"Erblichia",7303760,"Erblichia",""
"Eremosis",3141099,"Eremosis",""
"Ericaceae",2505,"Ericaceae",""
"Eriobotrya",3032335,"Rhaphiolepis",""
"Erisma",3231629,"Erisma",""
"Erythrina",2945830,"Erythrina",""
"Erythrina costaricensis-ERY1CO-ERYC",5349770,"Erythrina costaricensis","Freestanding"
"Erythrina fusca-ERY1FU",5349620,"Erythrina fusca","Freestanding"
"Erythropalaceae",4924615,"Erythropalaceae",""
"Erythrophleum",7587179,"Erythrophleum",""
"Erythroxylaceae",6686,"Erythroxylaceae",""
"Erythroxylum macrophyllum-ERY2MA-ERYM",7870294,"Erythroxylum macrophyllum","Freestanding"
"Erythroxylum panamense-ERY2PA-ERYP",3694401,"Erythroxylum panamense","Freestanding"
"Erythroxylum-ERY22",2873937,"Erythroxylum","Freestanding"
"Escallonia",2986228,"Escallonia",""
"Escalloniaceae",3234486,"Escalloniaceae",""
"Eschweilera",3083183,"Eschweilera",""
"Esenbeckia",3190391,"Esenbeckia",""
"Eucalyptus",7493935,"Eucalyptus",""
"Eugenia florida-EUGECO-EUGC",5417919,"Eugenia florida","Freestanding"
"Eugenia galalonensis-EUGEGA-EUGG",5416878,"Eugenia galalonensis","Freestanding"
"Eugenia hiraeifolia-EUGESA",5417041,"Eugenia hiraeifolia","Freestanding"
"Eugenia nesiotica-EUGENE-EUGN",5417636,"Eugenia nesiotica","Freestanding"
"Eugenia oerstediana-EUGEOE-EUGO",5418017,"Eugenia oerstediana","Freestanding"
"Eugenia principium-EUGEPR-EUGP",5417515,"Eugenia principium","Freestanding"
"Eugenia uniflora-EUGEUN-EUGU",5416458,"Eugenia uniflora","Freestanding"
"Eugenia venezuelensis-EUGEVE-EUGV",5417525,"Eugenia venezuelensis","Freestanding"
"Eugenia-EUGE6",3177662,"Eugenia","Freestanding"
"Eumachia",2896907,"Eumachia",""
"Euphorbia",11397237,"Euphorbia",""
"Euphorbiaceae",4691,"Euphorbiaceae",""
"Euterpe",7906352,"Euterpe",""
"Fabaceae",5386,"Fabaceae",""
"Fabaceae-Caesalpiniodeae",5386,"Fabaceae",""
"Fabaceae-Mimosoideae",5386,"Fabaceae",""
"Fabaceae-Papilionoideae",5386,"Fabaceae",""
"Fagaceae",4689,"Fagaceae",""
"Fairchildia",2953999,"Fairchildia",""
"Fairchildia panamensis-SWARPA-SWAP",2951308,"Fairchildia panamensis","Freestanding"
"Faramea",2897889,"Faramea",""
"Faramea luteovirens-FARALU-FARL",2898057,"Faramea luteovirens","Freestanding"
"Faramea occidentalis-FARAOC-FARO",2898087,"Faramea occidentalis","Freestanding"
"Ferdinandusa",2907987,"Ferdinandusa",""
"Fernandoa",7298663,"Fernandoa",""
"Fevillea",2874554,"Fevillea",""
"Fevillea cordifolia-FEVICO-FEVC",2874555,"Fevillea cordifolia","Climbing"
"Ficus",2984588,"Ficus",""
"Ficus americana-FICUAM-FIP1",5361926,"Ficus americana","Freestanding"
"Ficus citrifolia-FICUCI-FICI",5361938,"Ficus citrifolia","Freestanding"
"Ficus colubrinae-FICUC1-FIC1",5570299,"Ficus colubrinae","Freestanding"
"Ficus costaricana-FICUC2-FIC2",5569991,"Ficus costaricana","Freestanding"
"Ficus crocata-FICUC3",5569828,"Ficus crocata","Freestanding"
"Ficus insipida-FICUIN-FIIN",6358534,"Ficus insipida","Freestanding"
"Ficus matiziana-FICUBU-FIBU",5571399,"Ficus matiziana","Freestanding"
"Ficus maxima-FICUMA-FIMA",5571386,"Ficus maxima","Freestanding"
"Ficus nymphaeifolia-FICUNY-FINY",5570630,"Ficus nymphaeifolia","Freestanding"
"Ficus obtusifolia-FICUOB-FIOB",5361910,"Ficus obtusifolia","Freestanding"
"Ficus paraensis-FIPA",5569960,"Ficus paraensis","Freestanding"
"Ficus pertusa-FICUPE-FIP2",7944396,"Ficus pertusa","Freestanding"
"Ficus popenoei-FICUPO-FIPO",7262862,"Ficus popenoei","Freestanding"
"Ficus tonduzii-FICUTO-FITO",5572425,"Ficus tonduzii","Freestanding"
"Ficus trigonata-FICUTR-FITR",5361896,"Ficus trigonata","Freestanding"
"Ficus yoponensis-FICUYO-FIYO",5571280,"Ficus yoponensis","Freestanding"
"Filicium",8172928,"Filicium",""
"Fischeria",3230932,"Fischeria",""
"Fischeria billbergiana-FISCBI-FISB",8235491,"Fischeria billbergiana","Climbing"
"Fissicalyx",2943739,"Fissicalyx",""
"Flacourtia",2874157,"Flacourtia",""
"Flemingia",2975927,"Flemingia",""
"Forchhammeria",3054278,"Forchhammeria",""
"Forestiera",3172377,"Forestiera",""
"Forsteronia",8171331,"Forsteronia",""
"Forsteronia acouci-FORSAC-FORV",3618404,"Forsteronia acouci","Climbing"
"Forsteronia myriantha-FORSMY-FORM",3617628,"Forsteronia myriantha","Climbing"
"Frangula",3039453,"Frangula",""
"Frantzia",7317772,"Frantzia",""
"Freylinia",7332497,"Freylinia",""
"Freziera",7313766,"Freziera",""
"Fridericia",3233562,"Fridericia",""
"Fridericia candicans-ARRACA-ARR1",8032537,"Fridericia candicans","Climbing"
"Fridericia chica-ARRACH-ARR2",7669080,"Fridericia chica","Climbing"
"Fridericia florida-ARRAFL-ARRF",7423177,"Fridericia florida","Climbing"
"Fridericia patellifera-ARRAPA-ARRP",8375350,"Fridericia patellifera","Climbing"
"Fridericia schumanniana-ARRAVE-ARRV",7930324,"Fridericia schumanniana","Climbing"
"Fuchsia",5938221,"Fuchsia",""
"Funastrum",3170214,"Funastrum",""
"Funastrum clausum-FUNACL",3170223,"Funastrum clausum","Climbing"
"Fusispermum",7296394,"Fusispermum",""
"Galactia",2983979,"Galactia",""
"Galipea",3190389,"Galipea",""
"Galphimia",3191269,"Galphimia",""
"Garcia",3071457,"Garcia",""
"Garcia nutans-GARCNU-GARN",3071459,"Garcia nutans","Freestanding"
"Garcinia",3189556,"Garcinia",""
"Garcinia intermedia-GAR2IN-RHEE",3714243,"Garcinia intermedia","Freestanding"
"Garcinia madruno-GAR2MA-RHEA",3713863,"Garcinia madruno","Freestanding"
"Garcinia mangostana-GAR2M2",3189571,"Garcinia mangostana","Freestanding"
"Garrya",3033006,"Garrya",""
"Garryaceae",8805,"Garryaceae",""
"Gaultheria",2882751,"Gaultheria",""
"Geissanthus",7330862,"Geissanthus",""
"Genipa",2895591,"Genipa",""
"Genipa americana-GENIAM-GENA",2895593,"Genipa americana","Freestanding"
"Gentianaceae",2503,"Gentianaceae",""
"Gentlea",7330844,"Gentlea",""
"Geonoma",2734029,"Geonoma",""
"Geonoma cuneata-GEONCU-GEOC",2734082,"Geonoma cuneata","Freestanding"
"Geonoma interrupta-GEONIN-GEOI",2734323,"Geonoma interrupta","Freestanding"
"Gesneriaceae",6654,"Gesneriaceae",""
"Gitara",3062858,"Gitara",""
"Glicophyllum",11142520,"Glicophyllum",""
"Gliricidia",2953982,"Gliricidia",""
"Gliricidia sepium-GLIRSE",8082978,"Gliricidia sepium","Freestanding"
"Gloeospermum",7296352,"Gloeospermum",""
"Gmelina",2925650,"Gmelina",""
"Gnetaceae",6755,"Gnetaceae",""
"Gnetum",2653091,"Gnetum",""
"Godmania",3233552,"Godmania",""
"Goethalsia",3233986,"Goethalsia",""
"Gongrostylus",3117225,"Gongrostylus",""
"Gonocalyx",10848545,"Gonocalyx",""
"Gonolobus",3170204,"Gonolobus",""
"Gonolobus albomarginatus-GON1AL-GONA",3572413,"Gonolobus albomarginatus","Climbing"
"Gonolobus inaequalis-GON1IN",3582509,"Gonolobus inaequalis","Climbing"
"Gonzalagunia",2896440,"Gonzalagunia",""
"Gordonia",3189631,"Gordonia",""
"Gossypium",3152652,"Gossypium",""
"Gouania",3039434,"Gouania",""
"Gouania colombiana-GOUACO-GOUC",5603088,"Gouania colombiana","Climbing"
"Gouania lupuloides-GOUALU-GOUL",5372440,"Gouania lupuloides","Climbing"
"Gouania polygama-GOUAPO-GOUP",5372439,"Gouania polygama","Climbing"
"Goupia",7340133,"Goupia",""
"Goupiaceae",3760957,"Goupiaceae",""
"Graffenrieda",7398997,"Graffenrieda",""
"Grias",3082326,"Grias",""
"Grias cauliflora-GRIACA-GRIF",3082334,"Grias cauliflora","Freestanding"
"Guapira",3086054,"Guapira",""
"Guapira myrtiflora-GUAPST-GUAS",3701155,"Guapira myrtiflora","Freestanding"
"Guarea",3190499,"Guarea",""
"Guarea grandifolia-GUARGR-GUA1",3190500,"Guarea guidonia","Freestanding"
"Guarea guidonia-GUARGU-GUA2",3190500,"Guarea guidonia","Freestanding"
"Guatteria",3155604,"Guatteria",""
"Guatteria amplifolia-GUATAM-GUAA",3155625,"Guatteria amplifolia","Freestanding"
"Guatteria lucens-GUATDU-GUAD",3155712,"Guatteria lucens","Freestanding"
"Guazuma",3152194,"Guazuma",""
"Guazuma ulmifolia-GUAZUL-GUAU",3152195,"Guazuma ulmifolia","Freestanding"
"Guettarda",2894616,"Guettarda",""
"Guettarda foliacea-GUETFO-GUEF",2894890,"Guettarda foliacea","Freestanding"
"Guilandina",6376699,"Guilandina",""
"Gurania",7317515,"Gurania",""
"Gurania bignoniacea-GURACO-GURC",3624043,"Gurania bignoniacea","Climbing"
"Gurania makoyana-GURAMA-GUR1",3623306,"Gurania makoyana","Climbing"
"Gurania tubulosa-GURATU-GUR2",3622595,"Gurania tubulosa","Climbing"
"Gustavia",3082580,"Gustavia",""
"Gustavia fosteri-GUSTFO-GUSF",5383826,"Gustavia fosteri","Freestanding"
"Gustavia superba-GUSTSU-GUSS",5383848,"Gustavia superba","Freestanding"
"Gyminda",3169174,"Gyminda",""
"Gymnanthes",3061140,"Gymnanthes",""
"Gyranthera",7296137,"Gyranthera",""
"Gyrocarpus",7326412,"Gyrocarpus",""
"Hamelia",2902033,"Hamelia",""
"Hamelia axillaris-HAMEAX-HAM1",2902047,"Hamelia axillaris","Freestanding"
"Hamelia patens-HAMEPA-HAMP",2902066,"Hamelia patens","Freestanding"
"Hampea",7279598,"Hampea",""
"Hampea albipetala-HAMPAL",3940473,"Hampea albipetala","Freestanding"
"Hampea appendiculata-HAMPAP-HAM2",7279624,"Hampea appendiculata","Freestanding"
"Hanburia",3232077,"Hanburia",""
"Handroanthus",6401269,"Handroanthus",""
"Handroanthus guayacan-TAB1GU-TABG",4092274,"Handroanthus guayacan","Freestanding"
"Handroanthus ochraceus-TAB1OC-TABO",4092146,"Handroanthus ochraceus","Freestanding"
"Hasseltia",3231177,"Hasseltia",""
"Hasseltia floribunda-HASSFL-HASF",7760145,"Hasseltia floribunda","Freestanding"
"Hawkesiophyton",7300142,"Hawkesiophyton",""
"Hawkesiophyton ulei-MARKUL-MARU",3803090,"Hawkesiophyton ulei","Climbing"
"Hedyosmum",3086513,"Hedyosmum",""
"Heisteria",3232590,"Heisteria",""
"Heisteria acuminata-HEISAC-HEIA",7222047,"Heisteria acuminata","Freestanding"
"Heisteria concinna-HEISCO-HEIC",7432012,"Heisteria concinna","Freestanding"
"Heisteria costaricensis-HEISC1-HEI2",8046878,"Heisteria macrophylla","Freestanding"
"Heisteria macrophylla-HEISMA",8046878,"Heisteria macrophylla","Freestanding"
"Helicostylis",7262603,"Helicostylis",""
"Helicteres",3152154,"Helicteres",""
"Heliocarpus",3152062,"Heliocarpus",""
"Heliocarpus americanus-HELIAM-HELP",4259460,"Heliocarpus americanus","Freestanding"
"Heliotropiaceae",4930387,"Heliotropiaceae",""
"Heliotropium",2925766,"Heliotropium",""
"Heliotropium angustiflorum-TOURAN-TOUA",10931974,"Heliotropium angustiflorum","Climbing"
"Heliotropium verdcourtii-TOURHI-TOUH",4060815,"Heliotropium verdcourtii","Climbing"
"Henriettea",3188527,"Henriettea",""
"Henriettea succosa-HENRSU",3860494,"Henriettea succosa","Freestanding"
"Heptapleurum",7314503,"Heptapleurum",""
"Hernandia",3034103,"Hernandia",""
"Hernandiaceae",2495,"Hernandiaceae",""
"Herrania",7322892,"Herrania",""
"Herrania purpurea-HERRPU-HERP",3668083,"Herrania purpurea","Freestanding"
"Heterocondylus",3115617,"Heterocondylus",""
"Heterocondylus vitalbae-HET1VI",3142668,"Heterocondylus vitalbae","Climbing"
"Heteropsis",2867803,"Heteropsis",""
"Heteropterys",3191290,"Heteropterys",""
"Heteropterys laurifolia-HETELA-HETL",3191295,"Heteropterys laurifolia","Climbing"
"Heteropterys panamensis-HETEPA-HETP",3982625,"Heteropterys panamensis","Climbing"
"Hevea",3071157,"Hevea",""
"Hibiscus",3152542,"Hibiscus",""
"Hibiscus bifurcatus",3152591,"Hibiscus bifurcatus","Freestanding"
"Hibiscus rosa-sinensis-HIBIRO",3152559,"Hibiscus rosa-sinensis","Freestanding"
"Hidalgoa",5386393,"Hidalgoa",""
"Hieronyma",7570851,"Hieronyma",""
"Hieronyma alchorneoides-HYERAL-HYEL",3079092,"Hieronyma alchorneoides","Freestanding"
"Hillia",2916438,"Hillia",""
"Himatanthus",7317357,"Himatanthus",""
"Hippocratea",3169011,"Hippocratea",""
"Hippocratea volubilis-HIP2VO-HIPV",3169012,"Hippocratea volubilis","Climbing"
"Hippomane",3063704,"Hippomane",""
"Hippotis",2901965,"Hippotis",""
"Hiraea",3191288,"Hiraea",""
"Hiraea faginea-HIRAFA-HIRF",3191289,"Hiraea faginea","Climbing"
"Hiraea grandifolia-HIRAGR-HIRG",7285406,"Hiraea grandifolia","Climbing"
"Hiraea reclinata-HIRARE-HIR1",3983773,"Hiraea reclinata","Climbing"
"Hiraea smilacina-HIRASM-HIRQ",3984686,"Hiraea smilacina","Climbing"
"Hirtella",2944960,"Hirtella",""
"Hirtella americana-HIRTAM-HIRA",2985148,"Hirtella americana","Freestanding"
"Hirtella racemosa-HIRTRA-HIR2",2985122,"Hirtella racemosa","Freestanding"
"Hirtella triandra-HIRTTR-HIRT",2985089,"Hirtella triandra","Freestanding"
"Homalium",2874142,"Homalium",""
"Homalolepis",7329598,"Homalolepis",""
"Hortia",3232932,"Hortia",""
"Hoya",3170437,"Hoya",""
"Humiriaceae",3231239,"Humiriaceae",""
"Humiriastrum",7320138,"Humiriastrum",""
"Hura",3071143,"Hura",""
"Hura crepitans-HURACR-HURC",5380015,"Hura crepitans","Freestanding"
"Hybanthus",2874225,"Hybanthus",""
"Hydrochorea",2977474,"Hydrochorea",""
"Hylenaea",7265702,"Hylenaea",""
"Hylenaea praecelsa-HYLEPR-HYLP",3793660,"Hylenaea praecelsa","Climbing"
"Hymenaea",2950720,"Hymenaea",""
"Hymenaea courbaril-HYMECO-HYMC",2950750,"Hymenaea courbaril","Freestanding"
"Hymenandra",7331115,"Hymenandra",""
"Hymenolobium",7783451,"Hymenolobium",""
"Hymenopus",9714684,"Hymenopus",""
"Hyospathe",2736704,"Hyospathe",""
"Hyperbaena",8080696,"Hyperbaena",""
"Hypericaceae",4900406,"Hypericaceae",""
"Ibatia",7312697,"Ibatia",""
"Icacinaceae",2513,"Icacinaceae",""
"Ilex",10792217,"Ilex",""
"Inga",2965936,"Inga",""
"Inga acuminata-INGAS1-INAC",5357542,"Inga acuminata","Freestanding"
"Inga alba-INGAAL",5358137,"Inga alba","Freestanding"
"Inga cocleensis-INGACO-INCO",5358068,"Inga cocleensis","Freestanding"
"Inga coruscans-INGAC2",5357627,"Inga coruscans","Freestanding"
"Inga edulis-INGAED",5357677,"Inga edulis","Freestanding"
"Inga goldmanii-INGAGO-INGO",5357822,"Inga goldmanii","Freestanding"
"Inga hayesii-INGAHA-INHA",5357942,"Inga hayesii","Freestanding"
"Inga laurina-INGAFA-INFA",5358039,"Inga laurina","Freestanding"
"Inga marginata-INGAMA-INMA",7546887,"Inga marginata","Freestanding"
"Inga mucuna-INGAM1-INM1",5358088,"Inga mucuna","Freestanding"
"Inga multijuga-INGAM2-INM2",5357635,"Inga multijuga","Freestanding"
"Inga nobilis-INGAQU-INQU",5357519,"Inga nobilis","Freestanding"
"Inga oerstediana-INGAMI-INMI",5358014,"Inga oerstediana","Freestanding"
"Inga pauciflora-INGAPA-INPA",5357820,"Inga pauciflora","Freestanding"
"Inga pezizifera-INGAPE-INPE",5357576,"Inga pezizifera","Freestanding"
"Inga punctata-INGAPU-INPU",5357665,"Inga punctata","Freestanding"
"Inga ruiziana-INGARU-INRU",5357975,"Inga ruiziana","Freestanding"
"Inga sapindoides-INGASA-INSA",5357706,"Inga sapindoides","Freestanding"
"Inga spectabilis-INGASP-INSP",5357491,"Inga spectabilis","Freestanding"
"Inga thibaudiana-INGATH-INTH",5357991,"Inga thibaudiana","Freestanding"
"Inga umbellifera-INGAUM-INUM",5358027,"Inga umbellifera","Freestanding"
"Inga vera-INGAVE-INVE",5357680,"Inga vera","Freestanding"
"Iochroma",6402978,"Iochroma",""
"Ipomoea",2928509,"Ipomoea",""
"Ipomoea anisomeres-IPOMAN",7324178,"Ipomoea anisomeres","Climbing"
"Ipomoea batatas-IPOMBA",2928551,"Ipomoea batatas","Climbing"
"Ipomoea philomega-IPOMPH-IPOP",7926928,"Ipomoea philomega","Climbing"
"Ipomoea quamoclit-IPOMQU",2928562,"Ipomoea quamoclit","Climbing"
"Ipomoea squamosa-IPOMSQ-IPOS",4927163,"Ipomoea squamosa","Climbing"
"Ipomoea tiliacea-IPOMTI-IPOT",2928552,"Ipomoea tiliacea","Climbing"
"Iriartea",2739058,"Iriartea",""
"Iryanthera",3743006,"Iryanthera",""
"Isertia",2903511,"Isertia",""
"Isertia haenkeana-ISERHA-ISEH",2903537,"Isertia haenkeana","Freestanding"
"Isotrema",7313702,"Isotrema",""
"Ixora",2905224,"Ixora",""
"Jacaranda",3172498,"Jacaranda",""
"Jacaranda copaia-JAC1CO-JACC",7298763,"Jacaranda copaia","Freestanding"
"Jacaratia",7269679,"Jacaratia",""
"Jacaratia spinosa-JAC2SP-JACS",7269688,"Jacaratia spinosa","Freestanding"
"Jacquemontia",2928487,"Jacquemontia",""
"Jatropha",3072692,"Jatropha",""
"Jatropha curcas-JATRCU",3072953,"Jatropha curcas","Freestanding"
"Joosia",2901093,"Joosia",""
"Jubelina",7285074,"Jubelina",""
"Juglandaceae",2499,"Juglandaceae",""
"Jungia",8400001,"Jungia",""
"Jupunba",7266089,"Jupunba",""
"Jupunba barbouriana-PIT1BA-ABAB",11659250,"Jupunba barbouriana","Freestanding"
"Jupunba macradenia-PIT1MA-PITM",11919516,"Jupunba macradenia","Freestanding"
"Justicia",2904597,"Justicia",""
"Justicia graciliflora-JUSTGR-JUSG",3779183,"Justicia graciliflora","Climbing"
"Karwinskia",3039522,"Karwinskia",""
"Khaya",3190507,"Khaya",""
"Kigelia",3172560,"Kigelia",""
"Klarobelia",3157872,"Klarobelia",""
"Klarobelia anomala-CREMAN",3157887,"Klarobelia anomala","Freestanding"
"Kleinhovia",3152101,"Kleinhovia",""
"Koanophyllon",3144909,"Koanophyllon",""
"Koanophyllon wetmorei-KOANWE-KOAW",3145039,"Koanophyllon wetmorei","Freestanding"
"Lacistema",3075381,"Lacistema",""
"Lacistema aggregatum-LACIAG-LACA",3075397,"Lacistema aggregatum","Freestanding"
